date,close,SMA50,SMA100,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2/23/17,136.53,122.9377,117.78575,1,0,500,0,68265,28810,97075,-0.002978483028,-0.02925
2/24/17,136.66,123.4049,118.02185,1,0,500,0,68330,28810,97140,0.0006695853721,-0.0286
2/27/17,136.93,123.8397,118.26595,1,0,500,0,68465,28810,97275,0.001389746757,-0.02725
2/28/17,136.99,124.2757,118.50585,1,0,500,0,68495,28810,97305,0.0003084040093,-0.02695
3/1/17,139.79,124.7551,118.77325,1,0,500,0,69895,28810,98705,0.01438774986,-0.01295
3/2/17,138.96,125.2149,119.02395,1,0,500,0,69480,28810,98290,-0.004204447596,-0.0171
3/3/17,139.78,125.6777,119.28115,1,0,500,0,69890,28810,98700,0.004171329739,-0.013
3/6/17,139.34,126.1255,119.51405,1,0,500,0,69670,28810,98480,-0.002228976697,-0.0152
3/7/17,139.52,126.5747,119.74625,1,0,500,0,69760,28810,98570,0.0009138911454,-0.0143
3/8/17,139,127.0289,119.96285,1,0,500,0,69500,28810,98310,-0.002637719387,-0.0169
3/9/17,138.68,127.4721,120.17985,1,0,500,0,69340,28810,98150,-0.001627504832,-0.0185
3/10/17,139.14,127.9097,120.39495,1,0,500,0,69570,28810,98380,0.002343352012,-0.0162
3/13/17,139.2,128.3585,120.61145,1,0,500,0,69600,28810,98410,0.0003049400285,-0.0159
3/14/17,138.99,128.8037,120.82665,1,0,500,0,69495,28810,98305,-0.001066964739,-0.01695
3/15/17,140.46,129.2965,121.06005,1,0,500,0,70230,28810,99040,0.007476730583,-0.0096
3/16/17,140.69,129.7873,121.29635,1,0,500,0,70345,28810,99155,0.001161147011,-0.00845
3/17/17,139.99,130.2667,121.53025,1,0,500,0,69995,28810,98805,-0.003529827038,-0.01195
3/20/17,141.46,130.7637,121.76835,1,0,500,0,70730,28810,99540,0.007438894793,-0.0046
3/21/17,139.84,131.2023,121.98425,1,0,500,0,69920,28810,98730,-0.008137432188,-0.0127
3/22/17,141.42,131.6509,122.24255,1,0,500,0,70710,28810,99520,0.008001620581,-0.0048
3/23/17,140.92,132.0871,122.50695,1,0,500,0,70460,28810,99270,-0.002512057878,-0.0073
3/24/17,140.64,132.5049,122.77615,1,0,500,0,70320,28810,99130,-0.001410295155,-0.0087
3/27/17,140.88,132.9375,123.04955,1,0,500,0,70440,28810,99250,0.001210531625,-0.0075
3/28/17,143.8,133.4327,123.37265,1,0,500,0,71900,28810,100710,0.01471032746,0.0071
3/29/17,144.12,133.9151,123.69795,1,0,500,0,72060,28810,100870,0.001588720087,0.0087
3/30/17,143.93,134.3939,124.03895,1,0,500,0,71965,28810,100775,-0.0009418062853,0.00775
3/31/17,143.66,134.8715,124.38715,1,0,500,0,71830,28810,100640,-0.001339617961,0.0064
4/3/17,143.7,135.3455,124.72005,1,0,500,0,71850,28810,100660,0.0001987281399,0.0066
4/4/17,144.77,135.8393,125.05715,1,0,500,0,72385,28810,101195,0.005314921518,0.01195
4/5/17,144.02,136.3203,125.38855,1,0,500,0,72010,28810,100820,-0.003705716686,0.0082
4/6/17,143.66,136.7559,125.74725,1,0,500,0,71830,28810,100640,-0.001785360048,0.0064
4/7/17,143.34,137.1839,126.09635,1,0,500,0,71670,28810,100480,-0.001589825119,0.0048
4/10/17,143.17,137.6083,126.47095,1,0,500,0,71585,28810,100395,-0.0008459394904,0.00395
4/11/17,141.63,138.0083,126.81615,1,0,500,0,70815,28810,99625,-0.007669704667,-0.00375
4/12/17,141.8,138.4173,127.13425,1,0,500,0,70900,28810,99710,0.0008531994981,-0.0029
4/13/17,141.05,138.6633,127.44525,1,0,500,0,70525,28810,99335,-0.003760906629,-0.00665
4/17/17,141.83,138.9293,127.76295,1,0,500,0,70915,28810,99725,0.003926108622,-0.00275
4/18/17,141.2,139.1717,128.05765,1,0,500,0,70600,28810,99410,-0.003158686388,-0.0059
4/19/17,140.68,139.3795,128.34645,1,0,500,0,70340,28810,99150,-0.002615431043,-0.0085
4/20/17,142.44,139.5977,128.65855,1,0,500,0,71220,28810,100030,0.008875441251,0.0003
4/21/17,142.27,139.8023,128.96335,1,0,500,0,71135,28810,99945,-0.0008497450765,-0.00055
4/24/17,143.64,140.0267,129.28405,1,0,500,0,71820,28810,100630,0.006853769573,0.0063
4/25/17,144.53,140.2749,129.61475,1,0,500,0,72265,28810,101075,0.004422140515,0.01075
4/26/17,143.68,140.4827,129.94635,1,0,500,0,71840,28810,100650,-0.004204798417,0.0065
4/27/17,143.79,140.6581,130.28935,1,0,500,0,71895,28810,100705,0.0005464480874,0.00705
4/28/17,143.65,140.8209,130.62685,1,0,500,0,71825,28810,100635,-0.0006950995482,0.00635
5/1/17,146.58,141.0456,131.00155,1,0,500,0,73290,28810,102100,0.0145575595,0.021
5/2/17,147.51,141.2814,131.37715,1,0,500,0,73755,28810,102565,0.004554358472,0.02565
5/3/17,147.06,141.4886,131.73745,1,0,500,0,73530,28810,102340,-0.002193730805,0.0234
5/4/17,146.53,141.677,132.08155,1,0,500,0,73265,28810,102075,-0.002589407856,0.02075
5/5/17,148.96,141.9256,132.43165,1,0,500,0,74480,28810,103290,0.01190301249,0.0329
5/8/17,153.01,142.2526,132.82875,1,0,500,0,76505,28810,105315,0.01960499564,0.05315
5/9/17,153.99,142.5938,133.21675,1,0,500,0,76995,28810,105805,0.004652708541,0.05805
5/10/17,153.26,142.9192,133.59745,1,0,500,0,76630,28810,105440,-0.003449742451,0.0544
5/11/17,153.95,143.2024,133.97875,1,0,500,0,76975,28810,105785,0.003272003035,0.05785
5/12/17,156.1,143.5452,134.38005,1,0,500,0,78050,28810,106860,0.01016212128,0.0686
5/15/17,155.7,143.8636,134.77065,1,0,500,0,77850,28810,106660,-0.001871607711,0.0666
5/16/17,155.47,144.1862,135.15585,1,0,500,0,77735,28810,106545,-0.001078192387,0.06545
5/17/17,150.25,144.4008,135.48775,1,0,500,0,75125,28810,103935,-0.02449669154,0.03935
5/18/17,152.54,144.6716,135.85025,1,0,500,0,76270,28810,105080,0.0110165007,0.0508
5/19/17,153.06,144.9592,136.21565,1,0,500,0,76530,28810,105340,0.002474305291,0.0534
5/22/17,153.99,145.2562,136.58295,1,0,500,0,76995,28810,105805,0.004414277577,0.05805
5/23/17,153.8,145.5482,136.95335,1,0,500,0,76900,28810,105710,-0.0008978781721,0.0571
5/24/17,153.34,145.8352,137.31945,1,0,500,0,76670,28810,105480,-0.002175763882,0.0548
5/25/17,153.87,146.1034,137.69995,1,0,500,0,76935,28810,105745,0.002512324611,0.05745
5/26/17,153.61,146.3618,138.07455,1,0,500,0,76805,28810,105615,-0.001229372547,0.05615
5/30/17,153.67,146.6354,138.45105,1,0,500,0,76835,28810,105645,0.000284050561,0.05645
5/31/17,152.76,146.8614,138.81255,1,0,500,0,76380,28810,105190,-0.004306876804,0.0519
6/1/17,153.18,147.1282,139.16525,1,0,500,0,76590,28810,105400,0.001996387489,0.054
6/2/17,155.45,147.4088,139.52985,1,0,500,0,77725,28810,106535,0.01076850095,0.06535
6/5/17,153.93,147.669,139.87805,1,0,500,0,76965,28810,105775,-0.007133805792,0.05775
6/6/17,154.45,147.9452,140.22505,1,0,500,0,77225,28810,106035,0.002458047743,0.06035
6/7/17,155.37,148.235,140.58625,1,0,500,0,77685,28810,106495,0.00433819022,0.06495
6/8/17,154.99,148.4588,140.94575,1,0,500,0,77495,28810,106305,-0.00178412132,0.06305
6/9/17,148.98,148.556,141.23555,1,0,500,0,74490,28810,103300,-0.02826772024,0.033
6/12/17,145.42,148.5858,141.48985,1,0,500,0,72710,28810,101520,-0.01723136496,0.0152
6/13/17,146.59,148.6444,141.75795,1,0,500,0,73295,28810,102105,0.005762411348,0.02105
6/14/17,145.16,148.6736,142.00955,1,0,500,0,72580,28810,101390,-0.007002595368,0.0139
6/15/17,144.29,148.664,142.25165,1,0,500,0,72145,28810,100955,-0.004290363941,0.00955
6/16/17,142.27,148.629,142.47465,1,0,500,0,71135,28810,99945,-0.01000445743,-0.00055
6/19/17,146.34,148.6826,142.71925,1,0,500,0,73170,28810,101980,0.02036119866,0.0198
6/20/17,145.01,148.716,142.94995,1,0,500,0,72505,28810,101315,-0.006520886448,0.01315
6/21/17,145.87,148.77,143.18915,1,0,500,0,72935,28810,101745,0.004244188916,0.01745
6/22/17,145.63,148.85,143.42915,1,0,500,0,72815,28810,101625,-0.001179419136,0.01625
6/23/17,146.28,148.9396,143.67845,1,0,500,0,73140,28810,101950,0.00319803198,0.0195
6/26/17,145.82,149.035,143.84915,1,0,500,0,72910,28810,101720,-0.002256007847,0.0172
6/27/17,143.73,149.073,144.00115,1,0,500,0,71865,28810,100675,-0.01027329925,0.00675
6/28/17,145.83,149.1656,144.16865,1,0,500,0,72915,28810,101725,0.0104296002,0.01725
6/29/17,143.68,149.2256,144.30255,1,0,500,0,71840,28810,100650,-0.01056770705,0.0065
6/30/17,144.02,149.2572,144.42745,1,0,500,0,72010,28810,100820,0.001689021361,0.0082
7/3/17,143.5,149.2818,144.54205,1,0,500,0,71750,28810,100560,-0.002578853402,0.0056
7/5/17,144.09,149.2908,144.65875,1,0,500,0,72045,28810,100855,0.002933571997,0.00855
7/6/17,142.73,149.2548,144.76485,1,0,500,0,71365,28810,100175,-0.006742352883,0.00175
7/7/17,144.18,149.2648,144.87375,1,0,500,0,72090,28810,100900,0.007237334664,0.009
7/10/17,145.06,149.2902,144.97415,1,0,500,0,72530,28810,101340,0.004360753221,0.0134
7/11/17,145.53,149.3278,145.07435,1,0,500,0,72765,28810,101575,0.002318926386,0.01575
7/12/17,145.74,149.311,145.1783,1,0,500,0,72870,28810,101680,0.001033718927,0.0168
7/13/17,147.77,149.3162,145.2988,1,0,500,0,73885,28810,102695,0.009982297404,0.02695
7/14/17,149.04,149.3558,145.4222,1,0,500,0,74520,28810,103330,0.006183358489,0.0333
7/17/17,149.56,149.4164,145.5467,1,0,500,0,74780,28810,103590,0.0025162102,0.0359
7/18/17,150.08,149.4388,145.6822,1,0,500,0,75040,28810,103850,0.002509894777,0.0385
7/19/17,151.02,149.399,145.8258,1,0,500,0,75510,28810,104320,0.004525758305,0.0432
7/20/17,150.34,149.326,145.9599,1,0,500,0,75170,28810,103980,-0.003259202454,0.0398
7/21/17,150.27,149.2662,146.0927,1,0,500,0,75135,28810,103945,-0.0003366031929,0.03945
7/24/17,152.09,149.229,146.2157,1,0,500,0,76045,28810,104855,0.008754629852,0.04855
7/25/17,152.74,149.1618,146.3535,1,0,500,0,76370,28810,105180,0.003099518383,0.0518
7/26/17,153.46,149.117,146.4903,1,0,500,0,76730,28810,105540,0.003422703936,0.0554
7/27/17,150.56,149.0188,146.6025,1,0,500,0,75280,28810,104090,-0.01373886678,0.0409
7/28/17,149.5,149.0038,146.7023,1,0,500,0,74750,28810,103560,-0.005091747526,0.0356
7/31/17,148.73,148.9276,146.7996,1,0,500,0,74365,28810,103175,-0.003717651603,0.03175
8/1/17,150.05,148.8674,146.9133,1,0,500,0,75025,28810,103835,0.006396898473,0.03835
8/2/17,157.14,148.9304,147.0933,1,0,500,0,78570,28810,107380,0.034140704,0.0738
8/3/17,155.57,148.9658,147.257,1,0,500,0,77785,28810,106595,-0.007310486124,0.06595
8/4/17,156.39,149.0268,147.431,1,0,500,0,78195,28810,107005,0.003846334256,0.07005
8/7/17,158.81,149.1256,147.6145,1,0,500,0,79405,28810,108215,0.01130788281,0.08215
8/8/17,160.08,149.255,147.8084,1,0,500,0,80040,28810,108850,0.005867948066,0.0885
8/9/17,161.06,149.4028,148.0191,1,0,500,0,80530,28810,109340,0.004501607717,0.0934
8/10/17,155.32,149.454,148.1577,1,0,500,0,77660,28810,106470,-0.02624839949,0.0647
8/11/17,157.48,149.54,148.3341,1,0,500,0,78740,28810,107550,0.01014370245,0.0755
8/14/17,159.85,149.628,148.5184,1,0,500,0,79925,28810,108735,0.0110181311,0.08735
8/15/17,161.6,149.7814,148.7252,1,0,500,0,80800,28810,109610,0.008047086955,0.0961
8/16/17,160.95,149.9114,148.9283,1,0,500,0,80475,28810,109285,-0.002965057933,0.09285
8/17/17,157.86,149.9612,149.0981,1,0,500,0,78930,28810,107740,-0.0141373473,0.0774
8/18/17,157.5,150.0114,149.2351,1,0,500,0,78750,28810,107560,-0.001670688695,0.0756
8/21/17,157.21,150.176,149.366,1,0,500,0,78605,28810,107415,-0.00134808479,0.07415
8/22/17,159.78,150.4632,149.5245,1,0,500,0,79890,28810,108700,0.01196294745,0.087
8/23/17,159.98,150.731,149.6877,1,0,500,0,79990,28810,108800,0.0009199632015,0.088
8/24/17,159.27,151.0132,149.8434,1,0,500,0,79635,28810,108445,-0.003262867647,0.08445
8/25/17,159.86,151.3246,149.9943,1,0,500,0,79930,28810,108740,0.002720272949,0.0874
8/28/17,161.47,151.7086,150.1688,1,0,500,0,80735,28810,109545,0.007402979584,0.09545
8/29/17,162.91,152.04,150.3613,1,0,500,0,81455,28810,110265,0.00657264138,0.10265
8/30/17,163.35,152.4068,150.5614,1,0,500,0,81675,28810,110485,0.001995193398,0.10485
8/31/17,164,152.7694,150.7697,1,0,500,0,82000,28810,110810,0.00294157578,0.1081
9/1/17,164.05,153.1378,150.9939,1,0,500,0,82025,28810,110835,0.0002256114069,0.10835
9/5/17,162.08,153.4538,151.1967,1,0,500,0,81040,28810,109850,-0.008887084405,0.0985
9/6/17,161.91,153.7756,151.4053,1,0,500,0,80955,28810,109765,-0.0007737824306,0.09765
9/7/17,161.26,154.1262,151.5996,1,0,500,0,80630,28810,109440,-0.002960870952,0.0944
9/8/17,158.63,154.3822,151.7739,1,0,500,0,79315,28810,108125,-0.01201571637,0.08125
9/11/17,161.5,154.7386,151.9821,1,0,500,0,80750,28810,109560,0.0132716763,0.0956
9/12/17,160.86,155.0754,152.1663,1,0,500,0,80430,28810,109240,-0.002920774005,0.0924
9/13/17,159.65,155.3984,152.3401,1,0,500,0,79825,28810,108635,-0.005538264372,0.08635
9/14/17,158.28,155.6822,152.4865,1,0,500,0,79140,28810,107950,-0.006305518479,0.0795
9/15/17,159.88,156.0252,152.64,1,0,500,0,79940,28810,108750,0.007410838351,0.0875
9/18/17,158.67,156.315,152.7899,1,0,500,0,79335,28810,108145,-0.005563218391,0.08145
9/19/17,158.73,156.5884,152.9393,1,0,500,0,79365,28810,108175,0.0002774053354,0.08175
9/20/17,156.07,156.7992,153.0635,1,0,500,0,78035,28810,106845,-0.01229489254,0.06845
9/21/17,153.39,156.9522,153.1316,1,0,500,0,76695,28810,105505,-0.01254153213,0.05505
9/22/17,151.89,157.0346,153.1754,1,0,500,0,75945,28810,104755,-0.007108667836,0.04755
9/25/17,150.55,157.0648,153.2103,1,0,500,0,75275,28810,104085,-0.006395876092,0.04085
9/26/17,153.14,157.1364,153.2764,1,0,500,0,76570,28810,105380,0.01244175434,0.0538
9/27/17,154.23,157.2194,153.3291,1,0,500,0,77115,28810,105925,0.005171759347,0.05925
9/28/17,153.28,157.2646,153.3318,1,0,500,0,76640,28810,105450,-0.004484304933,0.0545
9/29/17,154.12,157.3402,153.3331,1,0,500,0,77060,28810,105870,0.003982930299,0.0587
10/2/17,153.81,157.411,153.3386,1,0,500,0,76905,28810,105715,-0.001464059696,0.05715
10/3/17,154.48,157.4588,153.3439,1,0,500,0,77240,28810,106050,0.003168897507,0.0605
10/4/17,153.48,157.4736,153.3177,1,0,500,0,76740,28810,105550,-0.00471475719,0.0555
10/5/17,155.39,157.5122,153.3146,1,0,500,0,77695,28810,106505,0.009047844623,0.06505
10/6/17,155.3,157.607,153.3129,1,0,500,0,77650,28810,106460,-0.0004225153749,0.0646
10/9/17,155.84,157.7338,153.3688,1,0,500,0,77920,28810,106730,0.002536163817,0.0673
10/10/17,155.9,157.8772,153.4024,1,0,500,0,77950,28810,106760,0.0002810831069,0.0676
10/11/17,156.55,158.0072,153.4373,1,0,500,0,78275,28810,107085,0.003044211315,0.07085
10/12/17,156,157.9844,153.4574,1,0,500,0,78000,28810,106810,-0.002568053416,0.0681
10/13/17,156.99,158.0128,153.4893,1,0,500,0,78495,28810,107305,0.004634397528,0.07305
10/16/17,159.88,158.0826,153.5547,1,0,500,0,79940,28810,108750,0.01346628768,0.0875
10/17/17,160.47,158.1158,153.6207,1,0,500,0,80235,28810,109045,0.002712643678,0.09045
10/18/17,159.76,158.1094,153.6822,1,0,500,0,79880,28810,108690,-0.003255536705,0.0869
10/19/17,155.98,158.0078,153.7053,1,0,500,0,77990,28810,106800,-0.01738890422,0.068
10/20/17,156.25,158.0264,153.7402,1,0,500,0,78125,28810,106935,0.001264044944,0.06935
10/23/17,156.17,158.0002,153.7701,1,0,500,0,78085,28810,106895,-0.0003740590078,0.06895
10/24/17,157.1,157.9452,153.7866,1,0,500,0,78550,28810,107360,0.004350063146,0.0736
10/25/17,156.41,157.8414,153.8114,1,0,500,0,78205,28810,107015,-0.003213487332,0.07015
10/26/17,157.41,157.7706,153.841,1,0,500,0,78705,28810,107515,0.004672242209,0.07515
10/27/17,163.05,157.8744,153.9178,1,0,500,0,81525,28810,110335,0.02622889829,0.10335
10/30/17,166.72,158.0588,154.0351,1,0,500,0,83360,28810,112170,0.01663116871,0.1217
10/31/17,169.04,158.2954,154.2357,1,0,500,0,84520,28810,113330,0.01034144602,0.1333
11/1/17,166.89,158.4376,154.4504,1,0,500,0,83445,28810,112255,-0.009485573105,0.12255
11/2/17,168.11,158.6002,154.6656,1,0,500,0,84055,28810,112865,0.005434056389,0.12865
11/3/17,172.5,158.8648,154.939,1,0,500,0,86250,28810,115060,0.01944801311,0.1506
11/6/17,174.25,159.1526,155.2386,1,0,500,0,87125,28810,115935,0.007604727968,0.15935
11/7/17,174.81,159.4194,155.564,1,0,500,0,87405,28810,116215,0.002415146418,0.16215
11/8/17,176.24,159.686,155.863,1,0,500,0,88120,28810,116930,0.006152389967,0.1693
11/9/17,175.88,159.9366,156.1717,1,0,500,0,87940,28810,116750,-0.001539382537,0.1675
11/10/17,174.67,160.15,156.4597,1,0,500,0,87335,28810,116145,-0.005182012848,0.16145
11/13/17,173.97,160.3484,156.7431,1,0,500,0,86985,28810,115795,-0.003013474536,0.15795
11/14/17,171.34,160.5336,156.9937,1,0,500,0,85670,28810,114480,-0.01135627618,0.1448
11/15/17,169.08,160.677,157.2263,1,0,500,0,84540,28810,113350,-0.009870719776,0.1335
11/16/17,171.1,160.8738,157.5,1,0,500,0,85550,28810,114360,0.008910454345,0.1436
11/17/17,170.15,161.1042,157.7432,1,0,500,0,85075,28810,113885,-0.004153550192,0.13885
11/20/17,169.98,161.2738,158.0062,1,0,500,0,84990,28810,113800,-0.0007463669491,0.138
11/21/17,173.14,161.5194,158.2974,1,0,500,0,86570,28810,115380,0.01388400703,0.1538
11/22/17,174.96,161.8256,158.612,1,0,500,0,87480,28810,116290,0.007886982146,0.1629
11/24/17,174.97,162.1594,158.9208,1,0,500,0,87485,28810,116295,4.30E-05,0.16295
11/27/17,174.09,162.4436,159.2344,1,0,500,0,87045,28810,115855,-0.003783481663,0.15855
11/28/17,173.07,162.7316,159.5233,1,0,500,0,86535,28810,115345,-0.004402054292,0.15345
11/29/17,169.48,162.9466,159.7675,1,0,500,0,84740,28810,113550,-0.01556200962,0.1355
11/30/17,171.85,163.2622,160.0307,1,0,500,0,85925,28810,114735,0.01043593131,0.14735
12/1/17,171.05,163.6154,160.2838,1,0,500,0,85525,28810,114335,-0.003486294505,0.14335
12/4/17,169.8,163.9736,160.5041,1,0,500,0,84900,28810,113710,-0.005466392618,0.1371
12/5/17,169.64,164.3554,160.7101,1,0,500,0,84820,28810,113630,-0.0007035441034,0.1363
12/6/17,169.01,164.6728,160.9046,1,0,500,0,84505,28810,113315,-0.002772155241,0.13315
12/7/17,169.32,164.9746,161.097,1,0,500,0,84660,28810,113470,0.001367868332,0.1347
12/8/17,169.37,165.2964,161.2805,1,0,500,0,84685,28810,113495,0.0002203225522,0.13495
12/11/17,172.67,165.6674,161.5038,1,0,500,0,86335,28810,115145,0.01453808538,0.15145
12/12/17,171.7,166.0252,161.7181,1,0,500,0,85850,28810,114660,-0.00421208042,0.1466
12/13/17,172.27,166.381,161.9199,1,0,500,0,86135,28810,114945,0.002485609628,0.14945
12/14/17,172.22,166.7558,162.1147,1,0,500,0,86110,28810,114920,-0.0002174953239,0.1492
12/15/17,173.97,167.1274,162.3198,1,0,500,0,86985,28810,115795,0.007613992342,0.15795
12/18/17,176.42,167.5498,162.5784,1,0,500,0,88210,28810,117020,0.01057904055,0.1702
12/19/17,174.54,167.9238,162.8288,1,0,500,0,87270,28810,116080,-0.008032814903,0.1608
12/20/17,174.35,168.2928,163.085,1,0,500,0,87175,28810,115985,-0.0008184011027,0.15985
12/21/17,175.01,168.662,163.3346,1,0,500,0,87505,28810,116315,0.002845195499,0.16315
12/22/17,175.01,169.0422,163.5133,1,0,500,0,87505,28810,116315,0,0.16315
12/26/17,170.57,169.3138,163.6633,1,0,500,0,85285,28810,114095,-0.01908610239,0.14095
12/27/17,170.6,169.5282,163.8054,1,0,500,0,85300,28810,114110,0.0001314693895,0.1411
12/28/17,171.08,169.7404,163.9281,1,0,500,0,85540,28810,114350,0.002103233722,0.1435
12/29/17,169.23,169.9298,164.0196,1,0,500,0,84615,28810,113425,-0.008089199825,0.13425
1/2/18,172.26,170.2554,164.1316,1,0,500,0,86130,28810,114940,0.01335684373,0.1494
1/3/18,172.23,170.575,164.3007,1,0,500,0,86115,28810,114925,-0.0001305028711,0.14925
1/4/18,173.03,170.9122,164.4562,1,0,500,0,86515,28810,115325,0.003480530781,0.15325
1/5/18,175,171.2702,164.6077,1,0,500,0,87500,28810,116310,0.008541079558,0.1631
1/8/18,174.35,171.629,164.7352,1,0,500,0,87175,28810,115985,-0.002794256728,0.15985
1/9/18,174.33,171.9674,164.869,1,0,500,0,87165,28810,115975,-8.62E-05,0.15975
1/10/18,174.29,172.1922,165.0333,1,0,500,0,87145,28810,115955,-0.0001724509593,0.15955
1/11/18,175.28,172.3634,165.2111,1,0,500,0,87640,28810,116450,0.004268897417,0.1645
1/12/18,177.09,172.5244,165.4099,1,0,500,0,88545,28810,117355,0.007771575784,0.17355
1/16/18,176.19,172.7104,165.574,1,0,500,0,88095,28810,116905,-0.003834519194,0.16905
1/17/18,179.1,172.9302,165.7652,1,0,500,0,89550,28810,118360,0.01244600316,0.1836
1/18/18,179.26,173.0654,165.9651,1,0,500,0,89630,28810,118440,0.0006759040216,0.1844
1/19/18,178.46,173.1496,166.1511,1,0,500,0,89230,28810,118040,-0.00337723742,0.1804
1/22/18,177,173.1934,166.3064,1,0,500,0,88500,28810,117310,-0.00618434429,0.1731
1/23/18,177.04,173.2094,166.4477,1,0,500,0,88520,28810,117330,0.0001704884494,0.1733
1/24/18,174.22,173.1762,166.5564,1,0,500,0,87110,28810,115920,-0.01201738686,0.1592
1/25/18,171.11,173.105,166.6275,1,0,500,0,85555,28810,114365,-0.01341442374,0.14365
1/26/18,171.51,173.0558,166.7021,1,0,500,0,85755,28810,114565,0.001748786779,0.14565
1/29/18,167.96,172.9882,166.7609,1,0,500,0,83980,28810,112790,-0.01549338803,0.1279
1/30/18,166.97,172.946,166.8115,1,0,500,0,83485,28810,112295,-0.00438868694,0.12295
1/31/18,167.43,172.8726,166.8732,1,0,500,0,83715,28810,112525,0.002048176678,0.12525
2/1/18,167.78,172.8252,166.9647,1,0,500,0,83890,28810,112700,0.001555209953,0.127
2/2/18,160.5,172.6356,166.9547,1,0,500,0,80250,28810,109060,-0.03229813665,0.0906
2/5/18,156.49,172.3026,166.911,1,0,500,0,78245,28810,107055,-0.01838437557,0.07055
2/6/18,163.03,172.064,166.9448,1,0,500,0,81515,28810,110325,0.03054504694,0.10325
2/7/18,159.54,171.7554,166.9574,1,0,500,0,79770,28810,108580,-0.0158169046,0.0858
2/8/18,155.15,171.3766,166.9101,1,0,500,0,77575,28810,106385,-0.0202155093,0.06385
2/9/18,156.41,171.0434,166.8875,1,0,500,0,78205,28810,107015,0.005921887484,0.07015
2/12/18,162.71,170.908,166.9273,1,0,500,0,81355,28810,110165,0.02943512592,0.10165
2/13/18,164.34,170.7578,167.01,1,0,500,0,82170,28810,110980,0.007397993918,0.1098
2/14/18,167.37,170.6842,167.1498,1,0,500,0,83685,28810,112495,0.01365110831,0.12495
2/15/18,172.99,170.748,167.3608,1,0,500,0,86495,28810,115305,0.02497888795,0.15305
2/16/18,172.43,170.8038,167.5796,1,0,500,0,86215,28810,115025,-0.002428342223,0.15025
2/20/18,171.85,170.8606,167.7667,1,0,500,0,85925,28810,114735,-0.002521191045,0.14735
2/21/18,171.07,170.8956,167.9351,1,0,500,0,85535,28810,114345,-0.003399137142,0.14345
2/22/18,172.5,170.9582,168.1273,1,0,500,0,86250,28810,115060,0.006253006253,0.1506
2/23/18,175.5,171.0148,168.3411,1,0,500,0,87750,28810,116560,0.01303667652,0.1656
2/26/18,178.97,171.1602,168.5927,1,0,500,0,89485,28810,118295,0.01488503775,0.18295
2/27/18,178.39,171.2826,168.8318,1,0,500,0,89195,28810,118005,-0.002451498373,0.18005
2/28/18,178.12,171.4006,169.0782,1,0,500,0,89060,28810,117870,-0.001144019321,0.1787
3/1/18,175,171.4212,169.2743,1,0,500,0,87500,28810,116310,-0.01323491983,0.1631
3/2/18,176.21,171.417,169.4834,1,0,500,0,88105,28810,116915,0.00520161637,0.16915
3/5/18,176.82,171.4626,169.6932,1,0,500,0,88410,28810,117220,0.00260873284,0.1722
3/6/18,176.67,171.509,169.9009,1,0,500,0,88335,28810,117145,-0.0006398225559,0.17145
3/7/18,175.03,171.5094,170.0857,1,0,500,0,87515,28810,116325,-0.006999871954,0.16325
3/8/18,176.94,171.548,170.2951,1,0,500,0,88470,28810,117280,0.008209757146,0.1728
3/9/18,179.98,171.7362,170.525,1,0,500,0,89990,28810,118800,0.01296043656,0.188
3/12/18,181.72,171.9586,170.7434,1,0,500,0,90860,28810,119670,0.007323232323,0.1967
3/13/18,179.97,172.1364,170.9384,1,0,500,0,89985,28810,118795,-0.007311774045,0.18795
3/14/18,178.44,172.3206,171.1252,1,0,500,0,89220,28810,118030,-0.006439664969,0.1803
3/15/18,178.65,172.4484,171.3519,1,0,500,0,89325,28810,118135,0.0008896043379,0.18135
3/16/18,178.02,172.5642,171.5696,1,0,500,0,89010,28810,117820,-0.002666440936,0.1782
3/19/18,175.3,172.6096,171.7609,1,0,500,0,87650,28810,116460,-0.01154303174,0.1646
3/20/18,175.24,172.6144,171.9423,1,0,500,0,87620,28810,116430,-0.0002575991757,0.1643
3/21/18,171.27,172.5528,172.0909,1,0,500,0,85635,28810,114445,-0.01704887057,0.14445
3/22/18,168.85,172.4432,172.2053,1,0,500,0,84425,28810,113235,-0.01057276421,0.13235
3/23/18,164.94,172.2562,172.2242,1,0,500,0,82470,28810,111280,-0.01726497991,0.1128
3/26/18,172.77,172.206,172.2847,0,-1,0,-500,0,115195,115195,0.03518152408,0.15195
3/27/18,168.34,172.031,172.2777,0,0,0,0,0,115195,115195,0,0.15195
3/28/18,166.48,171.8368,172.2736,0,0,0,0,0,115195,115195,0,0.15195
3/29/18,167.78,171.6104,172.2703,0,0,0,0,0,115195,115195,0,0.15195
4/2/18,166.68,171.3588,172.2121,0,0,0,0,0,115195,115195,0,0.15195
4/3/18,168.39,171.1574,172.1535,0,0,0,0,0,115195,115195,0,0.15195
4/4/18,171.61,171.0496,172.1215,0,0,0,0,0,115195,115195,0,0.15195
4/5/18,172.8,170.9648,172.0871,0,0,0,0,0,115195,115195,0,0.15195
4/6/18,168.38,170.848,172.0121,0,0,0,0,0,115195,115195,0,0.15195
