salesHistoryKey,propertyKey,streetAddress,salesTypeDsc,saleAmt,saleDate
196502,38105,2135 S OXFORD ST,"1-Foreclosure, Auction, Bankru",126665,2009-08-14
259464,49051,2656 S KENMORE CT,B-Not Previously Assessed,635997,2009-08-14
44943,8935,15th ST N,"4-Multiple RPCs, Not A Coded S",540000,2009-08-14
79213,54369,1217 N VERNON ST,7-Partial Interest,22288,2009-08-14
53923,10722,5618 LEE HWY,"4-Multiple RPCs, Not A Coded S",2000000,2009-08-14
74839,14922,5719 4th ST N,K-Financial Institution,699000,2009-08-14
259467,49052,2654 S KENMORE CT,B-Not Previously Assessed,608289,2009-08-14
236810,60338,1021 N GARFIELD ST 943,K-Financial Institution,330000,2009-08-13
259476,69622,2650 S KENMORE CT,B-Not Previously Assessed,596022,2009-08-13
218569,42305,2211 S ARLINGTON RIDGE RD,L-Land Sale,950000,2009-08-13
74243,14810,5601 8th ST N,"1-Foreclosure, Auction, Bankru",480000,2009-08-12
140916,66607,5923 4th ST S,K-Financial Institution,495000,2009-08-12
259480,49054,2648 S KENMORE CT,B-Not Previously Assessed,640965,2009-08-12
259471,49053,2652 S KENMORE CT,B-Not Previously Assessed,605419,2009-08-12
31964,6391,N TAYLOR ST,"4-Multiple RPCs, Not A Coded S",950000,2009-08-11
198803,38528,3716 KEMPER RD,"1-Foreclosure, Auction, Bankru",155000,2009-08-11
31922,63162,2344 N TAYLOR ST,"4-Multiple RPCs, Not A Coded S",950000,2009-08-11
263413,63840,1881 N NASH ST 207,B-Not Previously Assessed,660000,2009-08-11
86482,17144,3800 FAIRFAX DR 1809,"4-Multiple RPCs, Not A Coded S",441000,2009-08-10
36369,7248,1522 N TAYLOR ST,E-Estate Sale,593300,2009-08-10
87064,17249,3800 FAIRFAX DR 2-57,"4-Multiple RPCs, Not A Coded S",441000,2009-08-10
37087,7385,2025 N STAFFORD ST,E-Estate Sale,799200,2009-08-10
74255,14812,5619 8th ST N,E-Estate Sale,488500,2009-08-10
98059,19284,1501 N GARFIELD ST,K-Financial Institution,900000,2009-08-10
165831,32469,1614 S RANDOLPH ST,S-Short Sale,335000,2009-08-10
169539,52835,5300 COLUMBIA PIKE 1011,"1-Foreclosure, Auction, Bankru",168000,2009-08-10
115552,22612,1200 N NASH ST 0867,K-Financial Institution,320000,2009-08-09
166200,32540,1515 S GEORGE MASON DR 23,K-Financial Institution,120000,2009-08-07
173750,33919,4600 S FOUR MILE RUN DR 0610,"1-Foreclosure, Auction, Bankru",124777,2009-08-07
256988,48667,1735 FAIRFAX DR 9,"1-Foreclosure, Auction, Bankru",391949,2009-08-07
166451,32585,1351 S COLUMBUS ST,K-Financial Institution,405000,2009-08-07
171035,58279,1814 S GEORGE MASON DR,5-Not Market Sale,350000,2009-08-07
42375,8414,2026 N VERMONT ST 101,K-Financial Institution,216500,2009-08-06
67767,13548,5931 4th ST N,E-Estate Sale,560000,2009-08-06
74195,14801,5640 8th RD N,K-Financial Institution,403000,2009-08-06
145097,66739,5083 7th RD S T2,"1-Foreclosure, Auction, Bankru",89000,2009-08-06
122051,65991,1021 ARLINGTON BLVD 938,"1-Foreclosure, Auction, Bankru",107100,2009-08-06
147399,28901,5353 COLUMBIA PIKE 507,S-Short Sale,70000,2009-08-06
215993,41773,833 22nd ST S,K-Financial Institution,350000,2009-08-06
251499,47860,3600 S GLEBE RD 610W,K-Financial Institution,385000,2009-08-06
144892,28427,5050 7th RD S 102,"1-Foreclosure, Auction, Bankru",99000,2009-08-06
145056,58011,5075 7th RD S 101,"1-Foreclosure, Auction, Bankru",106000,2009-08-06
198064,38404,2445 S KENWOOD ST,L-Land Sale,39600,2009-08-05
195574,59039,1932 S LANGLEY ST,K-Financial Institution,221150,2009-08-03
223170,59920,2109 27th ST S,"1-Foreclosure, Auction, Bankru",180001,2009-08-03
233034,68972,993 S RANDOLPH ST,K-Financial Institution,476000,2009-08-03
146699,28772,5565 COLUMBIA PIKE 501,K-Financial Institution,115000,2009-08-03
164071,32125,1705 S LINCOLN ST,S-Short Sale,320000,2009-08-03
172145,33631,1211 S BUCHANAN ST,"1-Foreclosure, Auction, Bankru",341000,2009-08-03
173675,33904,4600 S FOUR MILE RUN DR 0532,"1-Foreclosure, Auction, Bankru",131325,2009-08-01
89054,17608,900 N STAFFORD ST 2521,"4-Multiple RPCs, Not A Coded S",355000,2009-07-31
89883,17772,901 N STUART ST 4-192,"4-Multiple RPCs, Not A Coded S",355000,2009-07-31
195990,38023,2118 S MONROE ST,"1-Foreclosure, Auction, Bankru",216750,2009-07-31
241539,69189,4500 S FOUR MILE RUN DR 125,K-Financial Institution,285000,2009-07-31
150697,66915,3701 5th ST S 00505,"1-Foreclosure, Auction, Bankru",196028,2009-07-31
131044,25708,2426 13th CT N,K-Financial Institution,810000,2009-07-31
86388,17126,3800 FAIRFAX DR 1614,"4-Multiple RPCs, Not A Coded S",425000,2009-07-30
263337,49821,2900 17th ST S 301,B-Not Previously Assessed,318000,2009-07-30
87591,64884,3800 FAIRFAX DR 3-57,"4-Multiple RPCs, Not A Coded S",425000,2009-07-30
72518,14477,4736 WILSON BLVD,K-Financial Institution,350000,2009-07-30
174386,34027,4600 S FOUR MILE RUN DR 0927,S-Short Sale,160000,2009-07-30
262423,49621,2606 S KENMORE CT,B-Not Previously Assessed,529990,2009-07-30
234058,45356,801 S GREENBRIER ST 207,"1-Foreclosure, Auction, Bankru",180000,2009-07-30
144885,28425,5040 7th RD S T1,"1-Foreclosure, Auction, Bankru",153000,2009-07-29
128283,25183,2511 WASHINGTON BLVD,"1-Foreclosure, Auction, Bankru",441080,2009-07-29
256528,48594,3650 S GLEBE RD 744,K-Financial Institution,375000,2009-07-29
114404,22398,1311 N ODE ST 625,E-Estate Sale,239900,2009-07-28
171328,33460,S GREENBRIER ST,L-Land Sale,900,2009-07-28
95771,18803,1807 N WAYNE ST,7-Partial Interest,321120,2009-07-28
256892,48652,1221 N QUINN ST 10,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256908,48654,1221 N QUINN ST 13,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256924,48656,1221 N QUINN ST 22,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
241763,60467,4500 S FOUR MILE RUN DR 306,K-Financial Institution,235125,2009-07-28
256936,69558,1221 N QUINN ST 30,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256903,69556,1221 N QUINN ST 12,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256944,48659,1221 N QUINN ST 32,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256919,69557,1221 N QUINN ST 21,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256963,48661,1735 FAIRFAX DR 3,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
16318,3236,4307 39th ST N,E-Estate Sale,822900,2009-07-28
256967,48662,1735 FAIRFAX DR 4,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256971,48663,1735 FAIRFAX DR 5,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256975,48664,1735 FAIRFAX DR 6,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256979,48665,1735 FAIRFAX DR 7,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256983,48666,1735 FAIRFAX DR 8,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
197442,59097,3455 23rd ST S,K-Financial Institution,150000,2009-07-28
256914,48655,1221 N QUINN ST 20,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256930,48657,1221 N QUINN ST 23,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256954,48660,1735 FAIRFAX DR 1,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256897,48653,1221 N QUINN ST 11,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256949,60824,1221 N QUINN ST 33,"1-Foreclosure, Auction, Bankru",1150000,2009-07-28
256993,48668,1735 FAIRFAX DR 10,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
256997,48669,1735 FAIRFAX DR 11,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
257001,48670,1735 FAIRFAX DR 12,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
257005,69559,1735 FAIRFAX DR 13,"1-Foreclosure, Auction, Bankru",1500000,2009-07-28
196420,38089,2024 S OAKLAND ST,K-Financial Institution,175000,2009-07-27
198325,38451,3723 KEMPER RD,K-Financial Institution,136000,2009-07-27
262869,49721,5630 26th ST N,M-Multiple RPCs Land Sale,1620000,2009-07-24
262431,49623,2612 S KENMORE CT,B-Not Previously Assessed,539990,2009-07-24
262863,49720,5700 26th ST N,M-Multiple RPCs Land Sale,1620000,2009-07-24
9446,1862,5600 WILLIAMSBURG BLVD,5-Not Market Sale,620000,2009-07-24
109902,21538,1600 N OAK ST 1416,K-Financial Institution,470000,2009-07-24
123902,24332,2310 14th ST N 007,"1-Foreclosure, Auction, Bankru",416000,2009-07-24
262866,63818,5638 26th ST N,M-Multiple RPCs Land Sale,1620000,2009-07-24
29287,5851,3450 ROBERTS LN,B-Not Previously Assessed,1683000,2009-07-23
218015,42193,1413 20th ST S,E-Estate Sale,662500,2009-07-23
263325,49819,2900 17th ST S 202,B-Not Previously Assessed,315000,2009-07-23
51057,10149,1601 N HARRISON ST,R-Relocation Sale/Holding Co.,799900,2009-07-22
263344,49822,2900 17th ST S 303,B-Not Previously Assessed,268000,2009-07-22
91526,17977,900 N TAYLOR ST 1806,E-Estate Sale,157500,2009-07-22
30029,6002,2326 N VERNON ST,B-Not Previously Assessed,1339000,2009-07-21
263329,56770,2900 17th ST S 203,B-Not Previously Assessed,265000,2009-07-21
173840,58370,4600 S FOUR MILE RUN DR 0631,K-Financial Institution,85500,2009-07-21
12344,2433,5116 27th ST N,B-Not Previously Assessed,1300000,2009-07-20
16064,3184,4050 40th ST N,"1-Foreclosure, Auction, Bankru",1447200,2009-07-20
141466,27780,5729 3rd ST S,K-Financial Institution,376500,2009-07-20
263314,49817,2900 17th ST S 101,B-Not Previously Assessed,315000,2009-07-20
97521,19172,2507 16th ST N,L-Land Sale,625000,2009-07-20
263349,49823,2900 17th ST S 304,B-Not Previously Assessed,268000,2009-07-17
202271,39190,3225 12th ST S,"1-Foreclosure, Auction, Bankru",323917,2009-07-17
198170,38424,2508 S KENWOOD ST,"1-Foreclosure, Auction, Bankru",306000,2009-07-17
214431,41468,1012 16th ST S,E-Estate Sale,572000,2009-07-17
216903,59710,2306 S EADS ST,E-Estate Sale,870000,2009-07-17
87730,17362,3800 FAIRFAX DR 3-88,C-Condo Parking Space,32000,2009-07-16
158706,31080,2018 6th ST S,K-Financial Institution,301000,2009-07-16
174848,34114,4600 S FOUR MILE RUN DR 1215,K-Financial Institution,200000,2009-07-16
193728,58983,1700 S EDGEWOOD ST,"1-Foreclosure, Auction, Bankru",329387,2009-07-16
249005,69369,2801 LEE HWY 301,S-Short Sale,595000,2009-07-16
85547,16974,3800 FAIRFAX DR 0213,"4-Multiple RPCs, Not A Coded S",360000,2009-07-15
87685,17355,3800 FAIRFAX DR 3-78,"4-Multiple RPCs, Not A Coded S",360000,2009-07-15
143923,28250,822 S ARLINGTON MILL DR 2-202,K-Financial Institution,185000,2009-07-15
125817,24697,2608 12th ST N,E-Estate Sale,550000,2009-07-15
196999,38203,2244 S RANDOLPH ST 00002,K-Financial Institution,333000,2009-07-15
218749,42341,2001 ARMY NAVY DR,K-Financial Institution,509000,2009-07-15
20740,4127,3101 N TAYLOR ST,B-Not Previously Assessed,1285000,2009-07-15
201310,39009,2804 A 16th RD S 2804A,K-Financial Institution,127900,2009-07-15
205388,39785,16th ST S,"4-Multiple RPCs, Not A Coded S",491000,2009-07-14
205347,39775,3012 16th ST S,"4-Multiple RPCs, Not A Coded S",491000,2009-07-14
133173,66354,3225 N PERSHING DR,"1-Foreclosure, Auction, Bankru",1190000,2009-07-14
158145,30982,511 S WAYNE ST,"1-Foreclosure, Auction, Bankru",199000,2009-07-14
198741,38518,3705 S FOUR MILE RUN DR,K-Financial Institution,290000,2009-07-13
99506,53889,1203 N QUINCY ST,K-Financial Institution,465000,2009-07-13
223411,43274,2731 S CLEVELAND ST,"1-Foreclosure, Auction, Bankru",180000,2009-07-10
146288,28690,5419 8th PL S,S-Short Sale,180000,2009-07-10
166334,32564,1529 S GEORGE MASON DR 01,E-Estate Sale,130000,2009-07-09
195203,37888,2125 S MONROE ST,K-Financial Institution,550000,2009-07-09
45972,9137,5014 11th ST N,"1-Foreclosure, Auction, Bankru",518243,2009-07-09
17154,55612,3701 N DELAWARE ST,7-Partial Interest,341000,2009-07-08
165414,32389,2120 S RANDOLPH ST,E-Estate Sale,237100,2009-07-08
241538,69189,4500 S FOUR MILE RUN DR 125,"1-Foreclosure, Auction, Bankru",252000,2009-07-08
194871,59019,2033 S LINCOLN ST,"1-Foreclosure, Auction, Bankru",297501,2009-07-08
146211,28677,5416 8th RD S,S-Short Sale,190000,2009-07-07
198663,59131,3639 S FOUR MILE RUN DR,K-Financial Institution,138000,2009-07-07
237100,45765,5224 8TH RD S 3,"1-Foreclosure, Auction, Bankru",175088,2009-07-07
63593,12669,6337 11th RD N,R-Relocation Sale/Holding Co.,674900,2009-07-06
62752,12490,6227 19th ST N,5-Not Market Sale,630000,2009-07-06
196137,38046,2115 S OAKLAND ST,K-Financial Institution,189900,2009-07-06
65258,13019,1404 N TUCKAHOE ST,"1-Foreclosure, Auction, Bankru",441192,2009-07-06
262502,49640,6005 23rd ST N,M-Multiple RPCs Land Sale,980000,2009-07-06
262506,49641,2252 N NOTTINGHAM ST,M-Multiple RPCs Land Sale,980000,2009-07-06
54420,10818,2223 N NOTTINGHAM ST,R-Relocation Sale/Holding Co.,500000,2009-07-02
72829,14538,626 N GEORGE MASON DR,"1-Foreclosure, Auction, Bankru",483065,2009-07-01
146997,58071,707 S GREENBRIER ST,E-Estate Sale,335000,2009-07-01
173910,58371,4600 S FOUR MILE RUN DR 0703,"1-Foreclosure, Auction, Bankru",195674,2009-07-01
237142,45771,5226 8TH RD S 3,S-Short Sale,90000,2009-07-01
38956,7768,1810 N KENMORE ST,B-Not Previously Assessed,1410000,2009-06-30
18638,3707,3815 N UPLAND ST,A-Correction Deed,1299000,2009-06-30
68108,13617,5931 3rd ST N,5-Not Market Sale,262500,2009-06-30
130672,25637,19 N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",784000,2009-06-30
130676,25638,N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",784000,2009-06-30
45715,55454,1219 N ABINGDON ST,K-Financial Institution,549000,2009-06-30
27277,55951,3718 25th ST N,E-Estate Sale,651000,2009-06-30
186983,36329,3328 S WAKEFIELD ST A,"1-Foreclosure, Auction, Bankru",381000,2009-06-30
133969,26314,3521 3rd ST N,E-Estate Sale,595000,2009-06-30
53881,10713,19th ST N,L-Land Sale,10000,2009-06-29
234047,45354,801 S GREENBRIER ST 204,K-Financial Institution,210000,2009-06-29
262419,49620,2604 S KENMORE CT,B-Not Previously Assessed,628846,2009-06-29
262413,49619,2600 S KENMORE CT,B-Not Previously Assessed,715080,2009-06-29
157804,30915,2510 5th ST S,K-Financial Institution,340000,2009-06-29
195478,37933,2000 S LOWELL ST,K-Financial Institution,552865,2009-06-29
262416,56738,2602 S KENMORE CT,B-Not Previously Assessed,679438,2009-06-29
84467,16789,845 N LINCOLN ST,"4-Multiple RPCs, Not A Coded S",994100,2009-06-27
84471,64791,3425 WILSON BLVD,"4-Multiple RPCs, Not A Coded S",994100,2009-06-27
3659,704,N YUCATAN ST,J-Property in 2 Jurisdictions,520000,2009-06-26
142778,28054,661 S HARRISON ST,R-Relocation Sale/Holding Co.,460000,2009-06-26
89503,17695,901 N STUART ST 4-089,"4-Multiple RPCs, Not A Coded S",318000,2009-06-26
168258,52799,5110 COLUMBIA PIKE 2,S-Short Sale,110000,2009-06-26
145083,28462,5083 7th RD S 102,"1-Foreclosure, Auction, Bankru",169110,2009-06-26
164447,61394,3912 19th ST S,K-Financial Institution,398500,2009-06-26
88485,17500,900 N STAFFORD ST 1602,"4-Multiple RPCs, Not A Coded S",318000,2009-06-26
164733,32251,2001 S RANDOLPH ST,K-Financial Institution,232000,2009-06-26
57429,11423,5811 11th ST N,"1-Foreclosure, Auction, Bankru",365000,2009-06-25
159077,31150,724 S COURTHOUSE RD,E-Estate Sale,220000,2009-06-25
163013,31918,3518 15th ST S,"1-Foreclosure, Auction, Bankru",212544,2009-06-25
262429,49622,2610 S KENMORE CT,B-Not Previously Assessed,691098,2009-06-25
134018,26320,3411 3rd ST N,E-Estate Sale,660000,2009-06-25
235646,45576,1021 N GARFIELD ST 440,R-Relocation Sale/Holding Co.,389000,2009-06-25
226436,68737,1210 N DANVILLE ST,R-Relocation Sale/Holding Co.,960000,2009-06-25
136625,66469,4141 HENDERSON RD 1114,E-Estate Sale,215000,2009-06-24
262425,56739,2608 S KENMORE CT,B-Not Previously Assessed,501059,2009-06-24
162681,31854,3603 12th ST S,E-Estate Sale,482000,2009-06-23
46746,62546,2215 N CULPEPER ST,K-Financial Institution,330000,2009-06-23
233312,45222,117 S FILLMORE ST,K-Financial Institution,695000,2009-06-22
236179,45644,1021 N GARFIELD ST 633,"1-Foreclosure, Auction, Bankru",329000,2009-06-22
150325,29456,3601 5th ST S 303,"1-Foreclosure, Auction, Bankru",130708,2009-06-22
242226,46576,4500 S FOUR MILE RUN DR 609,K-Financial Institution,275000,2009-06-20
4246,63342,2637 N POCOMOKE ST,E-Estate Sale,645000,2009-06-19
202846,39291,12th ST S,"4-Multiple RPCs, Not A Coded S",534000,2009-06-19
233033,68972,993 S RANDOLPH ST,"1-Foreclosure, Auction, Bankru",460450,2009-06-19
22627,4509,2516 N UPLAND ST,B-Not Previously Assessed,1427500,2009-06-19
147259,28877,5353 COLUMBIA PIKE 302,"1-Foreclosure, Auction, Bankru",158696,2009-06-19
216324,68418,822 22nd ST S,7-Partial Interest,134734,2009-06-19
202783,39280,3216 12th ST S,"4-Multiple RPCs, Not A Coded S",534000,2009-06-19
226435,68737,1210 N DANVILLE ST,R-Relocation Sale/Holding Co.,960000,2009-06-19
173839,58370,4600 S FOUR MILE RUN DR 0631,"1-Foreclosure, Auction, Bankru",79000,2009-06-18
137137,66488,4501 ARLINGTON BLVD 0102,"1-Foreclosure, Auction, Bankru",263250,2009-06-18
147537,28923,5000 9th ST S,K-Financial Institution,272000,2009-06-18
168829,33004,5200 11th ST S,K-Financial Institution,392367,2009-06-18
198950,38551,3801 S FOUR MILE RUN DR,S-Short Sale,152500,2009-06-18
19827,3950,3348 N GLEBE RD,7-Partial Interest,226333,2009-06-17
62335,12404,6010 21st ST N,"4-Multiple RPCs, Not A Coded S",900000,2009-06-17
195891,59048,2001 S NELSON ST,K-Financial Institution,234900,2009-06-17
237386,45812,5316 8TH RD S 3,S-Short Sale,89900,2009-06-17
62328,12403,6014 21st ST N,"4-Multiple RPCs, Not A Coded S",900000,2009-06-17
53601,10656,5529 FAIRFAX DR,E-Estate Sale,750000,2009-06-17
235645,45576,1021 N GARFIELD ST 440,R-Relocation Sale/Holding Co.,389000,2009-06-17
57180,11373,MCKINLEY RD,"4-Multiple RPCs, Not A Coded S",628000,2009-06-16
142864,28071,5601 7th ST S,R-Relocation Sale/Holding Co.,461000,2009-06-16
146376,28710,854 S HARRISON ST,"1-Foreclosure, Auction, Bankru",199750,2009-06-16
56943,11326,1611 MCKINLEY RD,"4-Multiple RPCs, Not A Coded S",628000,2009-06-16
58807,11709,2318 N ROOSEVELT ST,5-Not Market Sale,559000,2009-06-16
143434,66690,5101 8th RD S 301,"1-Foreclosure, Auction, Bankru",277522,2009-06-15
167927,32850,5000 COLUMBIA PIKE A,K-Financial Institution,188100,2009-06-15
96831,19027,1310 N JACKSON ST,E-Estate Sale,600000,2009-06-12
146475,28727,833 S HARRISON ST,K-Financial Institution,185000,2009-06-12
168052,52793,5010 COLUMBIA PIKE 1,K-Financial Institution,75000,2009-06-12
144353,28325,806 S ARLINGTON MILL DR 10204,"1-Foreclosure, Auction, Bankru",171186,2009-06-12
199249,38600,3400 25th ST S 31,K-Financial Institution,78750,2009-06-12
41105,8175,1712 N CAMERON ST,"1-Foreclosure, Auction, Bankru",496883,2009-06-11
196419,38089,2024 S OAKLAND ST,"1-Foreclosure, Auction, Bankru",301953,2009-06-11
73526,14671,607 N ILLINOIS ST,"1-Foreclosure, Auction, Bankru",783517,2009-06-11
170694,67000,1124 S EDISON ST,K-Financial Institution,330000,2009-06-11
78248,15628,5042 5th ST N,E-Estate Sale,500000,2009-06-11
231997,60164,1000 N RANDOLPH ST 807,"1-Foreclosure, Auction, Bankru",317631,2009-06-10
164288,61389,3701 19th ST S,K-Financial Institution,302000,2009-06-10
254412,48293,1800 WILSON BLVD 450,"1-Foreclosure, Auction, Bankru",363610,2009-06-10
14966,56644,4902 ROCK SPRING RD,W-Will / R.O.S/L O H,235000,2009-06-10
74194,14801,5640 8th RD N,"1-Foreclosure, Auction, Bankru",482432,2009-06-10
178686,34805,2913 A S WOODLEY ST 00001,"1-Foreclosure, Auction, Bankru",265581,2009-06-10
248178,60619,2720 S ARLINGTON MILL DR 606,K-Financial Institution,341000,2009-06-10
89265,17648,901 N STUART ST 4-027,C-Condo Parking Space,15000,2009-06-09
150333,29457,3601 5th ST S 304,7-Partial Interest,119200,2009-06-09
201309,39009,2804 A 16th RD S 2804A,"1-Foreclosure, Auction, Bankru",112906,2009-06-09
221678,42914,3106 S FOX ST,R-Relocation Sale/Holding Co.,368500,2009-06-09
38692,7716,1703 N NELSON ST,A-Correction Deed,712300,2009-06-08
38751,7727,N NELSON ST,"4-Multiple RPCs, Not A Coded S",712300,2009-06-08
159422,31221,600 S WALTER REED DR,E-Estate Sale,370000,2009-06-08
195573,59039,1932 S LANGLEY ST,"1-Foreclosure, Auction, Bankru",257968,2009-06-08
3931,763,2633 N SYCAMORE ST,S-Short Sale,717200,2009-06-05
215194,68381,611 20th ST S,M-Multiple RPCs Land Sale,415000,2009-06-05
250418,47719,2200 N WESTMORELAND ST 507,"1-Foreclosure, Auction, Bankru",238000,2009-06-05
56415,11220,1610 PATRICK HENRY DR,E-Estate Sale,420000,2009-06-05
30997,6201,4621 23rd ST N,B-Not Previously Assessed,1274500,2009-06-05
215279,41634,20th ST S,M-Multiple RPCs Land Sale,415000,2009-06-05
33792,6742,2234 N POLLARD ST,B-Not Previously Assessed,1070000,2009-06-05
216301,41835,815 23rd ST S,S-Short Sale,500000,2009-06-05
241985,46535,4500 S FOUR MILE RUN DR 422,E-Estate Sale,238000,2009-06-05
242225,46576,4500 S FOUR MILE RUN DR 609,"1-Foreclosure, Auction, Bankru",243370,2009-06-05
198916,38546,3806 KEMPER RD,"1-Foreclosure, Auction, Bankru",142930,2009-06-05
7442,1472,6306 36th ST N,B-Not Previously Assessed,1100000,2009-06-03
122370,24047,1021 ARLINGTON BLVD 1126,"1-Foreclosure, Auction, Bankru",121904,2009-06-03
235472,60309,1021 N GARFIELD ST 408,K-Financial Institution,290000,2009-06-03
31254,6249,2409 N TAYLOR ST,7-Partial Interest,87000,2009-06-02
234255,69012,801 S GREENBRIER ST 407,K-Financial Institution,270000,2009-06-02
193521,37583,1716 S GARFIELD ST,K-Financial Institution,450000,2009-06-01
164107,32134,3412 17th ST S,"1-Foreclosure, Auction, Bankru",450648,2009-06-01
237460,45824,5320 8TH RD S 4,"1-Foreclosure, Auction, Bankru",283542,2009-06-01
165999,32509,1511 S GEORGE MASON DR 01,"1-Foreclosure, Auction, Bankru",209113,2009-06-01
42157,8371,2021 N WOODROW ST,"1-Foreclosure, Auction, Bankru",450000,2009-05-29
43025,8535,4410 20th ST N,L-Land Sale,465000,2009-05-29
232979,45155,4025 COLUMBIA PIKE,S-Short Sale,456000,2009-05-29
158705,31080,2018 6th ST S,"1-Foreclosure, Auction, Bankru",378893,2009-05-29
197441,59097,3455 23rd ST S,"1-Foreclosure, Auction, Bankru",199750,2009-05-29
236145,69054,1021 N GARFIELD ST 628,K-Financial Institution,370000,2009-05-29
236809,60338,1021 N GARFIELD ST 943,"1-Foreclosure, Auction, Bankru",314500,2009-05-29
118354,23205,1111 ARLINGTON BLVD 343,K-Financial Institution,240000,2009-05-29
241762,60467,4500 S FOUR MILE RUN DR 306,"1-Foreclosure, Auction, Bankru",216750,2009-05-29
39620,55256,4401 LEE HWY 72,E-Estate Sale,283000,2009-05-28
77418,15453,341 N EDISON ST,E-Estate Sale,623000,2009-05-28
147376,28896,5353 COLUMBIA PIKE 502,K-Financial Institution,125000,2009-05-28
222384,68622,2326 S QUEEN ST,E-Estate Sale,775000,2009-05-28
140915,66607,5923 4th ST S,"1-Foreclosure, Auction, Bankru",303001,2009-05-28
170399,33277,1112 S FOREST DR,K-Financial Institution,285000,2009-05-28
171783,33556,4801 23rd ST S,"1-Foreclosure, Auction, Bankru",333000,2009-05-28
205319,59342,3023 16th RD S,S-Short Sale,179700,2009-05-28
32457,6473,4615 22nd ST N,S-Short Sale,531000,2009-05-28
233043,45167,977 S RANDOLPH ST,K-Financial Institution,475000,2009-05-28
9047,1783,5319 32nd ST N,E-Estate Sale,590000,2009-05-27
201263,39003,2814 16th RD S 2814,"1-Foreclosure, Auction, Bankru",161100,2009-05-27
263297,49811,1501 S NELSON ST,L-Land Sale,90000,2009-05-27
201262,39003,2814 16th RD S 2814,K-Financial Institution,124900,2009-05-27
230322,44408,851 N GLEBE RD 1712,"1-Foreclosure, Auction, Bankru",207000,2009-05-27
112898,22100,1210 N TAFT ST 711,5-Not Market Sale,250000,2009-05-26
142777,28054,661 S HARRISON ST,"1-Foreclosure, Auction, Bankru",315001,2009-05-26
166217,32543,1519 S GEORGE MASON DR 11,K-Financial Institution,139000,2009-05-26
137571,27030,4501 ARLINGTON BLVD 0412,E-Estate Sale,230000,2009-05-26
166153,32532,1515 S GEORGE MASON DR 01,K-Financial Institution,131000,2009-05-25
141465,27780,5729 3rd ST S,"1-Foreclosure, Auction, Bankru",264821,2009-05-22
146801,28790,5565 COLUMBIA PIKE 611,"1-Foreclosure, Auction, Bankru",238000,2009-05-22
130054,57519,2709 ARLINGTON BLVD 00116,R-Relocation Sale/Holding Co.,317500,2009-05-22
21864,4349,4727 32nd ST N,L-Land Sale,1165000,2009-05-22
166199,32540,1515 S GEORGE MASON DR 23,"1-Foreclosure, Auction, Bankru",121530,2009-05-21
249981,47677,2200 N WESTMORELAND ST 314,K-Financial Institution,410800,2009-05-21
253058,48110,1747 CLARENDON BLVD,C-Condo Parking Space,20000,2009-05-20
233004,60242,4055 COLUMBIA PIKE,K-Financial Institution,429000,2009-05-20
74872,14931,354 N KENSINGTON ST,"4-Multiple RPCs, Not A Coded S",720000,2009-05-19
46745,62546,2215 N CULPEPER ST,"1-Foreclosure, Auction, Bankru",279875,2009-05-19
74805,65584,4th ST N,"4-Multiple RPCs, Not A Coded S",720000,2009-05-19
229425,60094,851 N GLEBE RD 902,K-Financial Institution,350000,2009-05-18
231585,44620,6557 WASHINGTON BLVD,S-Short Sale,756000,2009-05-18
164523,32212,2109 S QUEBEC ST,E-Estate Sale,325000,2009-05-18
173075,33798,4600 S FOUR MILE RUN DR 0215,K-Financial Institution,173000,2009-05-18
53888,10714,5111 19th ST N,K-Financial Institution,344000,2009-05-18
142080,66647,5804 5th RD S,K-Financial Institution,400000,2009-05-18
14668,2906,5100 23rd RD N,S-Short Sale,450000,2009-05-15
15584,3089,404 CHAIN BRIDGE RD,"1-Foreclosure, Auction, Bankru",1895000,2009-05-15
67672,65353,5861 1st ST N,"1-Foreclosure, Auction, Bankru",471852,2009-05-15
163104,31937,3501 16th ST S,Q-Court Order/Quiet Title,190000,2009-05-15
