Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-01-09,52.55,52.55,52.55,52.55,1.62,52.55,117.0,9386.0
2017-01-10,51.69,51.69,51.69,51.69,0.86,51.69,187.0,9269.0
2017-01-11,52.66,52.66,52.66,52.66,0.97,52.66,651.0,9290.0
2017-01-12,53.17,53.17,53.17,53.17,0.51,53.17,270.0,9621.0
2017-01-13,52.76,52.76,52.76,52.76,0.41,52.76,0.0,9741.0
2017-01-17,52.82,52.82,52.82,52.82,0.06,52.82,121.0,9741.0
2017-01-18,,,,,0.68,52.14,231.0,9762.0
2017-01-19,,,,,0.1,52.24,0.0,9746.0
2017-01-20,,,,,0.44,52.68,106.0,9746.0
2017-01-23,52.52,52.52,52.52,52.52,0.16,52.52,93.0,9752.0
2017-01-24,,,,,0.13,52.65,126.0,9815.0
2017-01-25,,,,,0.11,52.54,102.0,9891.0
2017-01-26,52.75,52.75,52.75,52.75,0.21,52.75,6.0,9993.0
2017-01-27,52.65,52.65,52.65,52.65,0.1,52.65,0.0,9999.0
2017-01-30,52.6,52.6,52.6,52.6,0.05,52.6,6.0,9999.0
2017-01-31,52.61,52.61,52.61,52.61,0.01,52.61,0.0,10005.0
2017-02-01,,,,,1.07,54.04,2065.0,7934.0
2017-02-02,,,,,0.32,53.72,114.0,8590.0
2017-02-03,,,,,0.27,53.99,33.0,8490.0
2017-02-06,53.29,53.29,53.29,53.29,0.7,53.29,162.0,8495.0
2017-02-07,,,,,0.67,52.62,6.0,8495.0
2017-02-08,,,,,0.12,52.74,0.0,8495.0
2017-02-09,,,,,0.42,53.16,158.0,8495.0
2017-02-10,,,,,0.55,53.71,578.0,8622.0
2017-02-13,53.18,53.18,53.18,53.18,0.53,53.18,100.0,8471.0
2017-02-14,53.32,53.32,53.32,53.32,0.14,53.32,122.0,8471.0
2017-02-15,53.27,53.27,53.27,53.27,0.05,53.27,118.0,8471.0
2017-02-16,53.35,53.35,53.35,53.35,0.08,53.35,145.0,8430.0
2017-02-17,53.36,53.36,53.36,53.36,0.01,53.36,210.0,8430.0
2017-02-21,53.54,53.54,53.54,53.54,0.18,53.54,198.0,8430.0
2017-02-22,,,,,0.19,53.35,55.0,8360.0
2017-02-23,53.53,53.53,53.53,53.53,0.18,53.53,0.0,8360.0
2017-02-24,53.46,53.46,53.46,53.46,0.07,53.46,41.0,8360.0
2017-02-27,53.46,53.46,53.46,53.46,,53.46,44.0,8360.0
2017-02-28,53.46,53.46,53.46,53.46,,53.46,98.0,8360.0
2017-03-01,,,,,0.17,53.99,736.0,12388.0
2017-03-02,,,,,1.17,52.82,596.0,12447.0
2017-03-03,,,,,0.66,53.48,55.0,12201.0
2017-03-06,53.38,53.38,53.38,53.38,0.1,53.38,88.0,12177.0
2017-03-07,,,,,0.05,53.33,12.0,12089.0
2017-03-08,,,,,2.22,51.11,0.0,12077.0
2017-03-09,,,,,0.74,50.37,200.0,12077.0
2017-03-10,,,,,0.55,49.82,0.0,12077.0
2017-03-13,,,,,0.06,49.76,30.0,12077.0
2017-03-14,,,,,0.38,49.38,0.0,12107.0
2017-03-15,,,,,0.6,49.98,197.0,12107.0
2017-03-16,,,,,0.06,49.92,161.0,12070.0
2017-03-17,,,,,0.02,49.94,0.0,12231.0
2017-03-20,,,,,0.18,49.76,0.0,12231.0
2017-03-21,,,,,0.28,49.48,72.0,12231.0
2017-03-22,,,,,0.06,49.42,0.0,12159.0
2017-03-23,,,,,0.11,49.31,0.0,12159.0
2017-03-24,,,,,0.07,49.38,0.0,12159.0
2017-03-27,,,,,0.05,49.33,52.0,12159.0
2017-03-28,,,,,0.11,49.44,31.0,12107.0
2017-03-29,,,,,0.15,49.59,156.0,12076.0
2017-03-30,,,,,0.07,49.66,25.0,11920.0
2017-03-31,,,,,0.01,49.67,6.0,11910.0
2017-04-03,,,,,0.36,50.39,549.0,10081.0
2017-04-04,,,,,0.75,51.14,220.0,10322.0
2017-04-05,,,,,0.1,51.24,141.0,10422.0
2017-04-06,,,,,0.45,51.69,56.0,10422.0
2017-04-07,,,,,0.42,52.11,0.0,10422.0
2017-04-10,,,,,0.62,52.73,66.0,10407.0
2017-04-11,,,,,0.22,52.95,342.0,10407.0
2017-04-12,,,,,0.18,52.77,280.0,10277.0
2017-04-13,,,,,0.04,52.81,210.0,9997.0
2017-04-17,,,,,0.26,52.55,355.0,9847.0
2017-04-18,,,,,0.12,52.43,30.0,10131.0
2017-04-19,,,,,0.84,51.59,89.0,10161.0
2017-04-20,,,,,0.06,51.53,439.0,10104.0
2017-04-21,,,,,0.34,51.19,449.0,10016.0
2017-04-24,,,,,0.1,51.09,59.0,10016.0
2017-04-25,,,,,0.07,51.16,246.0,10016.0
2017-04-26,,,,,0.01,51.17,305.0,10032.0
2017-04-27,,,,,0.07,51.1,225.0,10033.0
2017-04-28,,,,,0.02,51.12,100.0,10020.0
2017-05-01,,,,,0.48,48.93,412.0,10914.0
2017-05-02,,,,,1.13,47.8,455.0,10885.0
2017-05-03,,,,,0.16,47.96,555.0,10920.0
2017-05-04,,,,,1.98,45.98,250.0,10934.0
2017-05-05,,,,,0.57,46.55,208.0,10984.0
2017-05-08,,,,,0.17,46.72,275.0,10992.0
2017-05-09,,,,,0.41,46.31,175.0,11097.0
2017-05-10,,,,,0.99,47.3,840.0,11022.0
2017-05-11,,,,,0.32,47.62,350.0,10862.0
2017-05-12,,,,,0.01,47.61,256.0,10861.0
2017-05-15,,,,,0.55,48.16,87.0,10830.0
2017-05-16,,,,,0.09,48.07,275.0,10830.0
2017-05-17,,,,,0.19,48.26,550.0,10868.0
2017-05-18,,,,,0.1,48.36,381.0,10852.0
2017-05-19,,,,,0.37,48.73,114.0,10891.0
2017-05-22,,,,,0.14,48.87,0.0,10837.0
2017-05-23,,,,,0.09,48.96,20.0,10837.0
2017-05-24,,,,,0.02,48.94,90.0,10817.0
2017-05-25,,,,,0.45,48.49,45.0,10727.0
2017-05-26,,,,,0.12,48.61,0.0,10682.0
2017-05-30,,,,,0.01,48.6,41.0,10682.0
2017-05-31,,,,,0.06,48.54,20.0,10654.0
2017-06-01,,,,,0.04,48.45,2248.0,10646.0
2017-06-02,,,,,0.68,47.77,240.0,12490.0
2017-06-05,,,,,0.25,47.52,20.0,12250.0
2017-06-06,,,,,0.67,48.19,44.0,12255.0
2017-06-07,,,,,1.98,46.21,0.0,12284.0
2017-06-08,,,,,0.06,46.15,135.0,12284.0
2017-06-09,,,,,0.13,46.28,0.0,12175.0
2017-06-12,,,,,0.17,46.45,0.0,12175.0
2017-06-13,,,,,0.23,46.68,104.0,12161.0
2017-06-14,,,,,1.02,45.66,54.0,12057.0
2017-06-15,,,,,0.14,45.52,37.0,12111.0
2017-06-16,,,,,0.14,45.66,323.0,12106.0
2017-06-19,,,,,0.25,45.41,56.0,11864.0
2017-06-20,,,,,0.37,45.04,215.0,11870.0
2017-06-21,,,,,0.36,44.68,25.0,11823.0
2017-06-22,,,,,0.07,44.75,106.0,11848.0
2017-06-23,,,,,0.07,44.82,0.0,11925.0
2017-06-26,,,,,,44.9,15.0,11925.0
2017-06-27,,,,,0.16,45.06,248.0,11910.0
2017-06-28,,,,,0.07,45.13,18.0,11958.0
2017-06-29,,,,,0.02,45.15,320.0,11952.0
2017-06-30,,,,,0.05,45.2,150.0,11632.0
2017-07-03,,,,,1.02,47.15,135.0,10445.0
2017-07-05,,,,,1.85,45.3,302.0,10460.0
2017-07-06,,,,,0.34,45.64,167.0,10220.0
2017-07-07,,,,,1.1,44.54,162.0,10220.0
2017-07-10,,,,,0.15,44.69,0.0,10220.0
2017-07-11,,,,,0.47,45.16,110.0,10220.0
2017-07-12,,,,,0.31,45.47,130.0,10330.0
2017-07-13,,,,,0.39,45.86,0.0,10380.0
2017-07-14,,,,,0.29,46.15,120.0,10380.0
2017-07-17,,,,,0.29,45.86,0.0,10260.0
2017-07-18,,,,,0.18,46.04,53.0,10260.0
2017-07-19,,,,,0.33,46.37,121.0,10229.0
2017-07-20,,,,,0.16,46.21,13.0,10229.0
2017-07-21,,,,,0.4,45.81,126.0,10229.0
2017-07-24,,,,,0.17,45.98,12.0,10229.0
2017-07-25,,,,,0.39,46.37,23.0,10229.0
2017-07-26,,,,,0.17,46.54,131.0,10206.0
2017-07-27,,,,,0.05,46.59,109.0,10206.0
2017-07-28,,,,,0.06,46.65,93.0,10206.0
2017-07-31,,,,,0.03,46.68,0.0,10190.0
2017-08-01,,,,,1.0,49.2,606.0,8833.0
2017-08-02,,,,,0.41,49.61,187.0,8601.0
2017-08-03,,,,,0.5,49.11,0.0,8495.0
2017-08-04,,,,,0.47,49.58,37.0,8495.0
2017-08-07,,,,,0.14,49.44,8.0,8527.0
2017-08-08,,,,,0.18,49.26,0.0,8519.0
2017-08-09,,,,,0.29,49.55,118.0,8519.0
2017-08-10,,,,,0.68,48.87,113.0,8492.0
2017-08-11,,,,,0.15,49.02,60.0,8507.0
2017-08-14,,,,,0.75,48.27,0.0,8567.0
2017-08-15,,,,,0.02,48.25,0.0,8638.0
2017-08-16,,,,,0.4,47.85,177.0,8638.0
2017-08-17,,,,,0.14,47.99,31.0,8563.0
2017-08-18,,,,,0.62,48.61,25.0,8563.0
2017-08-21,,,,,0.44,48.17,0.0,8538.0
2017-08-22,,,,,0.1,48.27,30.0,8587.0
2017-08-23,,,,,0.18,48.45,0.0,8557.0
2017-08-24,,,,,0.26,48.19,0.0,8557.0
2017-08-25,,,,,0.1,48.29,0.0,8557.0
2017-08-28,,,,,0.23,48.06,0.0,8557.0
2017-08-29,,,,,0.02,48.04,124.0,8692.0
2017-08-30,,,,,0.04,48.0,9.0,8816.0
2017-08-31,,,,,0.06,48.06,0.0,8816.0
2017-09-01,,,,,0.05,47.54,184.0,10599.0
2017-09-05,,,,,1.22,48.76,0.0,10765.0
2017-09-06,,,,,0.44,49.2,15.0,10590.0
2017-09-07,,,,,0.06,49.14,166.0,10557.0
2017-09-08,,,,,1.24,47.9,145.0,10557.0
2017-09-11,,,,,0.43,48.33,0.0,10702.0
2017-09-12,,,,,0.1,48.43,0.0,10702.0
2017-09-13,,,,,0.67,49.1,80.0,10702.0
2017-09-14,,,,,0.36,49.46,132.0,10702.0
2017-09-15,,,,,0.03,49.49,60.0,10702.0
2017-09-18,,,,,0.03,49.46,0.0,10672.0
2017-09-19,,,,,0.2,49.26,203.0,10717.0
2017-09-20,,,,,0.32,49.58,19.0,10785.0
2017-09-21,,,,,0.04,49.54,79.0,10785.0
2017-09-22,,,,,0.03,49.57,63.0,10792.0
2017-09-25,,,,,0.39,49.96,0.0,10792.0
2017-09-26,,,,,0.07,49.89,100.0,10792.0
2017-09-27,,,,,0.04,49.93,0.0,10792.0
2017-09-28,,,,,0.06,49.87,50.0,10792.0
2017-09-29,,,,,0.01,49.88,0.0,10792.0
2017-10-02,,,,,1.08,50.68,0.0,11654.0
2017-10-03,,,,,0.15,50.53,0.0,11831.0
2017-10-04,,,,,0.39,50.14,85.0,11831.0
2017-10-05,,,,,0.7,50.84,78.0,11884.0
2017-10-06,,,,,1.23,49.61,157.0,11806.0
2017-10-09,,,,,0.23,49.84,0.0,11663.0
2017-10-10,,,,,0.96,50.8,176.0,11663.0
2017-10-11,,,,,0.25,51.05,27.0,11577.0
2017-10-12,,,,,0.43,50.62,57.0,11559.0
2017-10-13,,,,,0.48,51.1,90.0,11529.0
2017-10-16,,,,,0.23,51.33,0.0,11529.0
2017-10-17,,,,,0.01,51.32,127.0,11469.0
2017-10-18,,,,,0.07,51.39,64.0,11481.0
2017-10-19,,,,,0.31,51.08,0.0,11482.0
2017-10-20,,,,,0.12,51.2,0.0,11482.0
2017-10-23,,,,,0.02,51.22,0.0,11482.0
2017-10-24,,,,,0.15,51.37,0.0,11573.0
2017-10-25,,,,,0.06,51.31,31.0,11573.0
2017-10-26,,,,,0.08,51.39,124.0,11604.0
2017-10-27,,,,,0.17,51.56,157.0,11682.0
2017-10-30,,,,,0.02,51.58,0.0,11770.0
2017-10-31,,,,,0.01,51.59,0.0,11770.0
2017-11-01,,,,,0.08,54.37,199.0,14205.0
2017-11-02,,,,,0.24,54.61,75.0,14312.0
2017-11-03,,,,,0.99,55.6,394.0,14387.0
2017-11-06,,,,,1.46,57.06,0.0,14581.0
2017-11-07,,,,,0.12,56.94,281.0,14585.0
2017-11-08,,,,,0.29,56.65,65.0,14560.0
2017-11-09,,,,,0.25,56.9,80.0,14495.0
2017-11-10,,,,,0.28,56.62,50.0,14445.0
2017-11-13,,,,,,56.62,0.0,14395.0
2017-11-14,,,,,0.61,56.01,134.0,14395.0
2017-11-15,,,,,0.19,55.82,16.0,14441.0
2017-11-16,,,,,0.09,55.73,14.0,14457.0
2017-11-17,,,,,0.59,56.32,46.0,14457.0
2017-11-20,,,,,0.12,56.2,0.0,14411.0
2017-11-21,,,,,0.14,56.34,204.0,14350.0
2017-11-22,,,,,0.34,56.68,229.0,14326.0
2017-11-24,,,,,0.22,56.9,159.0,14097.0
2017-11-27,,,,,0.16,56.74,0.0,13938.0
2017-11-28,,,,,0.02,56.72,190.0,13779.0
2017-11-29,,,,,0.06,56.66,20.0,13716.0
2017-11-30,,,,,,56.66,0.0,13713.0
2017-12-01,,,,,0.95,58.37,914.0,13651.0
2017-12-04,,,,,0.85,57.52,0.0,13956.0
2017-12-05,,,,,0.15,57.67,199.0,13880.0
2017-12-06,,,,,1.41,56.26,0.0,13799.0
2017-12-07,,,,,0.58,56.84,0.0,13799.0
2017-12-08,,,,,0.51,57.35,63.0,13799.0
2017-12-11,,,,,0.44,57.79,0.0,13799.0
2017-12-12,,,,,0.57,57.22,127.0,13799.0
2017-12-13,,,,,0.33,56.89,93.0,13798.0
2017-12-14,,,,,0.26,57.15,0.0,13705.0
2017-12-15,,,,,0.12,57.27,133.0,13705.0
2017-12-18,,,,,0.05,57.22,0.0,13686.0
2017-12-19,,,,,0.13,57.35,37.0,13586.0
2017-12-20,,,,,0.19,57.54,0.0,13623.0
2017-12-21,,,,,0.08,57.62,30.0,13623.0
2017-12-22,,,,,0.03,57.65,20.0,13593.0
2017-12-26,,,,,0.3,57.95,0.0,13573.0
2017-12-27,,,,,0.05,57.9,0.0,13508.0
2017-12-28,,,,,0.02,57.92,0.0,13508.0
2017-12-29,,,,,0.03,57.95,0.0,13508.0
2018-01-02,,,,,0.06,60.37,0.0,12866.0
2018-01-03,,,,,1.17,61.54,88.0,12871.0
2018-01-04,,,,,0.34,61.88,1162.0,12905.0
2018-01-05,,,,,0.46,61.42,253.0,12871.0
2018-01-08,,,,,0.24,61.66,0.0,13068.0
2018-01-09,,,,,0.91,62.57,289.0,13098.0
2018-01-10,,,,,0.41,62.98,0.0,13312.0
2018-01-11,,,,,0.17,63.15,9.0,13312.0
2018-01-12,,,,,0.32,63.47,0.0,13303.0
2018-01-16,,,,,0.32,63.15,0.0,13303.0
2018-01-17,,,,,0.13,63.28,212.0,13263.0
2018-01-18,,,,,0.01,63.27,125.0,13175.0
2018-01-19,,,,,0.25,63.02,0.0,13300.0
2018-01-22,,,,,0.09,63.11,0.0,13300.0
2018-01-23,,,,,0.3,63.41,172.0,13262.0
2018-01-24,,,,,0.33,63.74,212.0,13258.0
2018-01-25,,,,,0.03,63.71,280.0,13417.0
2018-01-26,,,,,0.12,63.83,0.0,13697.0
2018-01-29,,,,,0.08,63.75,0.0,13697.0
2018-01-30,,,,,0.1,63.65,72.0,13692.0
2018-01-31,,,,,0.01,63.66,0.0,13620.0
2018-02-01,,,,,1.04,65.72,490.0,13295.0
2018-02-02,,,,,0.37,65.35,0.0,13114.0
2018-02-05,,,,,1.15,64.2,0.0,13114.0
2018-02-06,,,,,0.62,63.58,0.0,12926.0
2018-02-07,,,,,1.25,62.33,85.0,12926.0
2018-02-08,,,,,0.47,61.86,100.0,12841.0
2018-02-09,,,,,1.33,60.53,106.0,12741.0
2018-02-12,,,,,0.06,60.59,0.0,12641.0
2018-02-13,,,,,0.05,60.54,10.0,12578.0
2018-02-14,,,,,0.77,61.31,78.0,12588.0
2018-02-15,,,,,0.32,61.63,0.0,12566.0
2018-02-16,,,,,0.16,61.79,0.0,12566.0
2018-02-20,,,,,0.09,61.88,0.0,12566.0
2018-02-21,,,,,0.04,61.84,0.0,12704.0
2018-02-22,,,,,0.29,62.13,25.0,12704.0
2018-02-23,,,,,0.16,62.29,87.0,12729.0
2018-02-26,,,,,0.06,62.35,0.0,12642.0
2018-02-27,,,,,0.09,62.26,0.0,12608.0
2018-02-28,,,,,0.08,62.18,0.0,12608.0
2018-03-01,,,,,0.65,60.93,344.0,10047.0
2018-03-02,,,,,0.25,61.18,97.0,10099.0
2018-03-05,,,,,1.19,62.37,0.0,10099.0
2018-03-06,,,,,0.04,62.41,160.0,10251.0
2018-03-07,,,,,1.17,61.24,125.0,10211.0
2018-03-08,,,,,0.76,60.48,35.0,10336.0
2018-03-09,,,,,1.35,61.83,40.0,10336.0
2018-03-12,,,,,0.42,61.41,71.0,10376.0
2018-03-13,,,,,0.38,61.03,141.0,10435.0
2018-03-14,,,,,0.15,61.18,93.0,10450.0
2018-03-15,,,,,0.12,61.3,0.0,10543.0
2018-03-16,,,,,0.55,61.85,77.0,10543.0
2018-03-19,,,,,0.12,61.73,0.0,10543.0
2018-03-20,,,,,0.53,62.26,30.0,10543.0
2018-03-21,,,,,0.55,62.81,160.0,10513.0
2018-03-22,,,,,0.25,62.56,279.0,10630.0
2018-03-23,,,,,0.37,62.93,30.0,10909.0
2018-03-26,,,,,0.06,62.87,115.0,10939.0
2018-03-27,,,,,0.04,62.83,79.0,11019.0
2018-03-28,,,,,0.08,62.75,0.0,11098.0
2018-03-29,,,,,0.02,62.77,150.0,11098.0
2018-04-02,,,,,1.92,63.0,221.0,12820.0
2018-04-03,,,,,0.47,63.47,90.0,12611.0
2018-04-04,,,,,0.12,63.35,23.0,12541.0
2018-04-05,,,,,0.16,63.51,6.0,12561.0
2018-04-06,,,,,1.19,62.32,0.0,12555.0
2018-04-09,,,,,1.03,63.35,170.0,12555.0
2018-04-10,,,,,1.47,64.82,105.0,12385.0
2018-04-11,,,,,0.87,65.69,137.0,12292.0
2018-04-12,,,,,0.14,65.83,233.0,12165.0
2018-04-13,,,,,0.2,66.03,183.0,12162.0
2018-04-16,,,,,0.6,65.43,131.0,11979.0
2018-04-17,,,,,0.14,65.57,220.0,11948.0
2018-04-18,,,,,0.84,66.41,206.0,11728.0
2018-04-19,,,,,0.05,66.36,245.0,11722.0
2018-04-20,,,,,0.02,66.38,96.0,11847.0
2018-04-23,,,,,0.07,66.45,81.0,11751.0
2018-04-24,,,,,0.23,66.22,159.0,11751.0
2018-04-25,,,,,0.07,66.29,86.0,11640.0
2018-04-26,,,,,0.02,66.31,0.0,11640.0
2018-04-27,,,,,0.01,66.3,20.0,11640.0
2018-04-30,,,,,0.03,66.33,0.0,11640.0
2018-05-01,,,,,1.33,67.22,265.0,13088.0
2018-05-02,,,,,0.64,67.86,630.0,13244.0
2018-05-03,,,,,0.45,68.31,190.0,12924.0
2018-05-04,,,,,1.12,69.43,71.0,12764.0
2018-05-07,,,,,0.83,70.26,54.0,12823.0
2018-05-08,,,,,1.28,68.98,68.0,12813.0
2018-05-09,,,,,1.51,70.49,135.0,12745.0
2018-05-10,,,,,0.16,70.65,63.0,12610.0
2018-05-11,,,,,0.41,70.24,249.0,12547.0
2018-05-14,,,,,0.17,70.41,0.0,12388.0
2018-05-15,,,,,0.2,70.61,5.0,12388.0
2018-05-16,,,,,0.09,70.7,125.0,12387.0
2018-05-17,,,,,,70.7,108.0,12387.0
2018-05-18,,,,,0.08,70.62,0.0,12387.0
2018-05-21,,,,,0.35,70.97,0.0,12387.0
2018-05-22,,,,,0.04,70.93,87.0,12387.0
2018-05-23,,,,,0.1,70.83,0.0,12312.0
2018-05-24,,,,,0.26,70.57,0.0,12312.0
2018-05-25,,,,,0.51,70.06,130.0,12312.0
2018-05-29,,,,,0.16,69.9,13.0,12342.0
2018-05-30,,,,,0.14,70.04,20.0,12342.0
2018-05-31,,,,,0.06,69.98,32.0,12342.0
2018-06-01,,,,,1.2,65.8,529.0,14123.0
2018-06-04,,,,,1.02,64.78,300.0,14578.0
2018-06-05,,,,,0.7,65.48,691.0,14338.0
2018-06-06,,,,,0.67,64.81,113.0,13647.0
2018-06-07,,,,,0.98,65.79,15.0,13610.0
2018-06-08,,,,,0.17,65.62,63.0,13595.0
2018-06-11,,,,,0.26,65.88,0.0,13532.0
2018-06-12,,,,,0.17,66.05,145.0,13532.0
2018-06-13,,,,,0.16,66.21,50.0,13387.0
2018-06-14,,,,,0.12,66.33,0.0,13387.0
2018-06-15,,,,,0.96,65.37,5.0,13387.0
2018-06-18,,,,,0.39,65.76,20.0,13382.0
2018-06-19,,,,,0.34,65.42,0.0,13382.0
2018-06-20,,,,,0.33,65.75,0.0,13382.0
2018-06-21,,,,,0.06,65.69,56.0,13382.0
2018-06-22,,,,,0.87,66.56,0.0,13326.0
2018-06-25,,,,,0.12,66.44,0.0,13326.0
2018-06-26,,,,,0.47,66.91,52.0,13326.0
2018-06-27,,,,,0.31,67.22,30.0,13333.0
2018-06-28,,,,,0.07,67.29,63.0,13303.0
2018-06-29,,,,,0.03,67.32,63.0,13240.0
2018-07-02,,,,,0.42,73.17,348.0,12998.0
2018-07-03,,,,,0.11,73.28,178.0,13171.0
2018-07-05,,,,,1.01,72.27,75.0,13303.0
2018-07-06,,,,,0.77,73.04,97.0,13228.0
2018-07-09,,,,,0.16,73.2,462.0,13178.0
2018-07-10,,,,,0.3,73.5,0.0,13402.0
2018-07-11,,,,,2.65,70.85,0.0,13402.0
2018-07-12,,,,,0.15,71.0,62.0,13402.0
2018-07-13,,,,,0.39,71.39,25.0,13464.0
2018-07-16,,,,,1.66,69.73,150.0,13452.0
2018-07-17,,,,,0.03,69.76,0.0,13602.0
2018-07-18,,,,,0.3,70.06,7.0,13602.0
2018-07-19,,,,,0.23,70.29,0.0,13602.0
2018-07-20,,,,,0.05,70.34,246.0,13602.0
2018-07-23,,,,,0.12,70.22,100.0,13757.0
2018-07-24,,,,,0.18,70.4,150.0,13757.0
2018-07-25,,,,,0.18,70.58,110.0,13757.0
2018-07-26,,,,,0.06,70.64,0.0,13767.0
2018-07-27,,,,,0.13,70.51,0.0,13767.0
2018-07-30,,,,,0.14,70.65,50.0,13767.0
2018-07-31,,,,,0.07,70.58,132.0,13717.0
2018-08-01,,,,,1.11,67.26,577.0,14262.0
2018-08-02,,,,,1.19,68.45,71.0,13967.0
2018-08-03,,,,,0.37,68.08,435.0,13956.0
2018-08-06,,,,,0.47,68.55,0.0,13571.0
2018-08-07,,,,,0.22,68.77,0.0,13521.0
2018-08-08,,,,,1.7,67.07,0.0,13571.0
2018-08-09,,,,,0.09,66.98,138.0,13571.0
2018-08-10,,,,,0.57,67.55,6.0,13433.0
2018-08-13,,,,,0.26,67.29,0.0,13433.0
2018-08-14,,,,,0.13,67.16,253.0,13433.0
2018-08-15,,,,,1.09,66.07,0.0,13370.0
2018-08-16,,,,,0.23,66.3,215.0,13370.0
2018-08-17,,,,,0.17,66.47,0.0,13395.0
2018-08-20,,,,,0.12,66.59,221.0,13395.0
2018-08-21,,,,,0.18,66.77,0.0,13332.0
2018-08-22,,,,,0.71,67.48,79.0,13332.0
2018-08-23,,,,,0.01,67.47,100.0,13293.0
2018-08-24,,,,,0.23,67.7,37.0,13293.0
2018-08-27,,,,,0.03,67.73,0.0,13330.0
2018-08-28,,,,,0.06,67.67,6.0,13330.0
2018-08-29,,,,,0.13,67.8,24.0,13324.0
2018-08-30,,,,,0.06,67.86,32.0,13300.0
2018-08-31,,,,,0.01,67.85,0.0,13268.0
2018-09-04,,,,,0.11,69.77,430.0,14160.0
2018-09-05,,,,,1.08,68.69,160.0,14060.0
2018-09-06,,,,,0.84,67.85,31.0,13960.0
2018-09-07,,,,,,67.85,50.0,13960.0
2018-09-10,,,,,0.14,67.71,127.0,13935.0
2018-09-11,,,,,1.23,68.94,100.0,13955.0
2018-09-12,,,,,0.77,69.71,0.0,13923.0
2018-09-13,,,,,1.12,68.59,0.0,13923.0
2018-09-14,,,,,0.22,68.81,100.0,13923.0
2018-09-17,,,,,0.04,68.77,0.0,13915.0
2018-09-18,,,,,0.43,69.2,0.0,13915.0
2018-09-19,,,,,0.51,69.71,0.0,13915.0
2018-09-20,,,,,0.16,69.55,0.0,13915.0
2018-09-21,,,,,0.15,69.7,225.0,13915.0
2018-09-24,,,,,0.34,70.04,0.0,14115.0
2018-09-25,,,,,0.04,70.08,0.0,14115.0
2018-09-26,,,,,0.11,69.97,18.0,14115.0
2018-09-27,,,,,0.06,70.03,11.0,14097.0
2018-09-28,,,,,0.05,70.08,0.0,14086.0
2018-10-01,,,,,2.06,75.25,400.0,16065.0
2018-10-02,,,,,0.07,75.18,7.0,15995.0
2018-10-03,,,,,1.08,76.26,204.0,15988.0
2018-10-04,,,,,1.78,74.48,0.0,15784.0
2018-10-05,,,,,0.01,74.49,0.0,15784.0
2018-10-08,,,,,0.06,74.43,0.0,15784.0
2018-10-09,,,,,0.49,74.92,98.0,15784.0
2018-10-10,,,,,1.24,73.68,0.0,15787.0
2018-10-11,,,,,1.44,72.24,87.0,15787.0
2018-10-12,,,,,0.22,72.46,0.0,15720.0
2018-10-15,,,,,0.25,72.71,0.0,15720.0
2018-10-16,,,,,0.07,72.78,0.0,15720.0
2018-10-17,,,,,1.0,71.78,295.0,15720.0
2018-10-18,,,,,0.44,71.34,0.0,15425.0
2018-10-19,,,,,0.21,71.55,157.0,15425.0
2018-10-22,,,,,0.03,71.58,9.0,15490.0
2018-10-23,,,,,0.9,70.68,257.0,15481.0
2018-10-24,,,,,0.11,70.79,200.0,15738.0
2018-10-25,,,,,0.11,70.9,200.0,15938.0
2018-10-26,,,,,0.04,70.94,185.0,16138.0
2018-10-29,,,,,0.07,70.87,15.0,16036.0
2018-10-30,,,,,0.07,70.8,47.0,16021.0
2018-10-31,,,,,0.04,70.76,0.0,16068.0
2018-11-01,,,,,1.62,63.74,1353.0,19321.0
2018-11-02,,,,,0.52,63.22,387.0,18990.0
2018-11-05,,,,,0.05,63.17,18.0,18785.0
2018-11-06,,,,,0.75,62.42,346.0,18785.0
2018-11-07,,,,,0.43,61.99,467.0,18844.0
2018-11-08,,,,,0.75,61.24,145.0,18631.0
2018-11-09,,,,,0.35,60.89,98.0,18716.0
2018-11-12,,,,,0.18,60.71,0.0,18798.0
2018-11-13,,,,,2.63,58.08,286.0,18798.0
2018-11-14,,,,,0.34,58.42,287.0,18760.0
2018-11-15,,,,,0.12,58.54,29.0,18741.0
2018-11-16,,,,,,58.54,150.0,18741.0
2018-11-19,,,,,0.21,58.75,234.0,18755.0
2018-11-20,,,,,1.43,57.32,310.0,18672.0
2018-11-21,,,,,0.4,57.72,342.0,18812.0
2018-11-23,,,,,1.21,56.51,30.0,18765.0
2018-11-26,,,,,0.29,56.8,30.0,18765.0
2018-11-27,,,,,0.01,56.79,0.0,18765.0
2018-11-28,,,,,0.18,56.61,0.0,18765.0
2018-11-29,,,,,0.11,56.72,0.0,18765.0
2018-11-30,,,,,0.03,56.69,0.0,18765.0
2018-12-03,,,,,2.03,53.02,368.0,15515.0
2018-12-04,,,,,0.29,53.31,406.0,15532.0
2018-12-05,,,,,0.32,52.99,0.0,15271.0
2018-12-06,,,,,1.2,51.79,429.0,15271.0
2018-12-07,,,,,0.9,52.69,49.0,14842.0
2018-12-10,,,,,1.21,51.48,68.0,14891.0
2018-12-11,,,,,0.45,51.93,190.0,14823.0
2018-12-12,,,,,0.32,51.61,100.0,15013.0
2018-12-13,,,,,0.88,52.49,50.0,15013.0
2018-12-14,,,,,0.76,51.73,0.0,15017.0
