date,VIX,Gold,T-Bonds,Junk Bonds,Oil
2018-10-25,49.74,116.4,27.03,105.75,21.65
2018-10-26,55.63,116.77,27.13,105.27,22.02
2018-10-29,56.2,116.31,27.03,105.27,21.73
2018-10-30,52.4,115.8,26.97,105.33,21.53
2018-10-31,48.96,115.15,26.9,105.48,21.19
2018-11-01,45.81,116.63,27.06,105.36,20.59
2018-11-02,46.43,116.65,27.02,105.42,20.56
2018-11-05,45.44,116.37,27.04,105.51,20.5
2018-11-06,42.62,116.04,27.07,105.72,20.41
2018-11-07,36.58,116.03,27.1,106.23,20.4
2018-11-08,35.96,115.78,26.95,106.08,20.0
2018-11-09,38.02,114.48,26.92,105.42,19.75
2018-11-12,44.15,113.66,26.76,104.76,19.59
2018-11-13,44.9,113.7,26.82,104.61,18.47
2018-11-14,47.22,114.64,26.89,104.37,18.74
2018-11-15,46.3,114.77,26.92,104.31,18.82
2018-11-16,42.02,115.62,27.07,103.83,18.99
2018-11-19,46.74,115.67,27.08,103.71,18.96
2018-11-20,52.18,115.67,26.98,103.23,17.72
2018-11-21,49.92,115.86,27.04,103.68,17.98
2018-11-23,50.5,115.77,26.98,103.2,16.86
2018-11-26,44.82,115.64,26.99,103.65,17.15
2018-11-27,43.13,114.95,26.91,103.65,17.15
2018-11-28,40.54,115.38,27.02,104.43,16.69
2018-11-29,42.24,115.74,27.14,104.49,16.88
2018-11-30,39.89,115.54,27.1,104.19,16.71
2018-12-03,35.54,116.41,27.13,104.43,17.49
2018-12-04,44.47,117.12,27.21,103.89,17.4
2018-12-06,46.27,117.14,27.29,103.44,17.01
2018-12-07,53.07,118.09,27.33,103.35,17.38
2018-12-10,52.51,117.68,27.23,103.26,16.91
2018-12-11,52.16,117.54,27.19,103.53,17.06
2018-12-12,51.28,117.79,27.22,103.83,16.98
2018-12-13,49.64,117.53,27.18,104.1,17.44
2018-12-14,53.57,117.06,27.13,103.65,17.0
2018-12-17,59.1,117.87,27.2,102.96,16.61
2018-12-18,59.8,118.15,27.3,102.66,15.86
2018-12-19,59.06,117.43,27.3,101.22,16.02
2018-12-20,65.26,119.24,27.49,100.2,15.22
2018-12-21,72.08,118.72,27.28,99.6,15.17
2018-12-24,78.72,120.02,27.41,98.85,14.7
2018-12-26,70.36,119.66,27.36,100.53,15.67
2018-12-27,76.56,120.57,27.46,100.47,15.17
2018-12-28,76.8,121.06,27.53,100.62,14.99
2018-12-31,70.91,121.25,27.61,100.77,15.33
2019-01-02,66.72,121.33,27.6,100.65,15.56
2019-01-03,72.81,122.43,27.72,100.68,15.78
2019-01-04,61.35,121.44,27.7,102.33,16.18
2019-01-07,58.62,121.86,27.75,103.47,16.26
2019-01-08,56.25,121.53,27.67,104.19,16.56
2019-01-09,53.83,122.31,27.9,104.34,17.33
2019-01-10,52.77,121.59,27.85,104.85,17.39
2019-01-11,49.44,121.8,27.78,104.49,17.07
2019-01-14,49.74,122.09,27.81,104.19,16.68
2019-01-15,45.44,121.88,27.75,104.46,17.12
2019-01-16,47.14,122.27,27.73,104.67,17.34
2019-01-17,46.08,122.11,27.69,104.94,17.27
2019-01-18,43.72,121.02,27.59,105.21,17.67
2019-01-22,51.52,121.45,27.59,104.61,17.36
2019-01-23,50.41,121.28,27.68,104.79,17.24
2019-01-24,47.34,121.09,27.65,104.91,17.28
2019-01-25,43.88,122.86,27.83,105.15,17.38
2019-01-28,47.34,123.29,27.86,105.0,16.93
2019-01-29,47.09,123.98,27.85,104.97,17.27
2019-01-30,43.27,124.69,27.99,105.78,17.43
2019-01-31,39.86,124.75,28.0,106.05,17.29
2019-02-01,39.18,124.5,27.97,105.51,17.78
2019-02-04,36.87,123.96,27.86,105.75,17.74
2019-02-05,36.4,124.28,27.83,106.11,17.54
2019-02-06,35.78,123.44,27.76,106.14,17.72
2019-02-07,38.07,123.74,27.79,105.69,17.45
2019-02-08,37.21,124.21,27.79,105.69,17.57
2019-02-11,36.51,123.6,27.62,105.72,17.48
2019-02-12,34.87,123.86,27.67,106.26,17.67
2019-02-13,34.67,123.37,27.59,106.14,18.01
2019-02-14,35.64,124.06,27.61,106.17,18.3
2019-02-15,33.58,124.8,27.67,106.5,18.77
2019-02-19,33.62,126.7,27.76,106.53,18.83
2019-02-20,31.05,126.48,27.75,106.68,18.98
2019-02-21,31.53,125.05,27.71,106.59,19.0
2019-02-22,29.34,125.5,27.78,106.77,19.0
2019-02-25,30.25,125.37,27.77,106.86,18.35
2019-02-26,30.61,125.58,27.86,107.07,18.58
2019-02-27,30.78,124.69,27.82,107.07,18.83
2019-02-28,30.63,123.99,27.67,107.07,18.79
2019-03-01,28.22,121.88,27.58,106.77,18.39
2019-03-04,29.37,121.56,27.53,106.65,18.59
2019-03-05,29.6,121.72,27.5,106.65,18.67
2019-03-06,31.2,121.61,27.57,106.44,18.67
2019-03-07,33.56,121.51,27.51,106.38,18.73
2019-03-08,33.99,122.84,27.59,106.2,18.64
2019-03-11,29.32,122.24,27.64,106.5,18.89
2019-03-12,27.9,122.98,27.7,106.71,18.89
2019-03-13,27.26,123.84,27.77,107.01,19.17
2019-03-14,26.49,122.41,27.72,106.95,19.03
2019-03-15,25.6,122.97,27.76,106.98,19.0
2019-03-18,25.62,123.04,27.83,107.04,19.1
2019-03-19,26.12,123.38,27.88,107.13,19.11
2019-03-20,26.36,124.18,28.04,107.49,19.36
2019-03-21,25.68,123.68,27.97,107.49,19.18
2019-03-22,30.98,123.97,28.07,107.13,18.93
2019-03-25,31.02,124.92,28.11,107.13,19.0
2019-03-26,28.19,124.3,28.02,107.34,19.19
2019-03-27,28.75,123.65,27.97,107.4,19.1
2019-03-28,27.76,121.9,27.92,107.61,19.1
2019-03-29,26.15,122.01,27.89,107.91,19.22
2019-04-01,25.34,121.53,27.77,107.49,19.64
2019-04-02,25.15,121.98,27.8,107.52,19.73
2019-04-03,25.51,121.8,27.78,107.55,19.74
2019-04-04,25.13,122.11,27.77,107.76,19.69
2019-04-05,24.23,121.98,27.75,107.91,20.04
2019-04-08,24.0,122.51,27.81,107.88,20.22
2019-04-09,25.39,123.15,27.87,107.88,20.09
2019-04-10,24.05,123.53,27.97,108.27,20.37
2019-04-11,23.15,121.95,27.85,108.51,20.18
2019-04-12,21.04,121.83,27.84,108.66,20.35
2019-04-15,20.45,121.6,27.85,108.54,20.27
2019-04-16,20.07,120.51,27.78,108.57,20.4
2019-04-17,20.2,120.28,27.75,108.33,20.38
2019-04-18,19.72,120.37,27.72,108.42,20.47
2019-04-22,19.32,120.37,27.73,108.27,21.06
2019-04-23,18.93,120.12,27.63,108.57,21.18
2019-04-24,19.67,120.47,27.6,108.48,21.16
2019-04-25,20.41,120.57,27.5,108.51,21.08
2019-04-26,19.22,121.37,27.62,108.75,20.41
2019-04-29,19.75,120.83,27.64,108.75,20.51
2019-04-30,19.72,121.2,27.7,108.81,20.65
2019-05-01,21.13,120.4,27.66,107.94,20.68
2019-05-02,21.21,119.94,27.59,108.0,20.22
2019-05-03,19.29,120.65,27.66,108.27,20.3
2019-05-06,21.18,120.81,27.65,108.3,20.55
2019-05-07,28.13,121.21,27.72,107.67,19.96
2019-05-08,27.14,120.91,27.73,107.69,20.12
2019-05-09,27.17,121.2,27.76,107.5,20.14
2019-05-10,23.16,121.43,27.75,107.75,20.27
2019-05-13,29.61,122.67,27.76,106.83,20.05
2019-05-14,26.5,122.46,27.76,107.06,20.43
2019-05-15,24.38,122.39,27.77,107.14,20.66
2019-05-16,22.42,121.51,27.73,107.43,20.88
2019-05-17,22.99,120.65,27.65,107.4,20.7
2019-05-20,23.55,120.64,27.62,107.33,20.69
2019-05-21,21.43,120.36,27.57,107.6,20.72
2019-05-22,20.94,120.24,27.63,107.69,20.29
2019-05-23,23.54,121.17,27.75,107.2,19.39
2019-05-24,22.54,121.3,27.91,107.06,19.73
2019-05-28,23.81,120.83,27.87,107.02,19.89
2019-05-29,24.68,120.87,27.84,106.72,19.75
2019-05-30,23.89,121.69,27.85,106.92,18.97
2019-05-31,25.75,123.33,27.99,106.15,17.92
2019-06-03,26.05,125.11,28.13,105.76,17.69
2019-06-04,23.47,125.15,28.2,106.72,18.06
2019-06-05,22.53,125.47,28.26,106.99,17.65
2019-06-06,21.66,125.88,28.35,107.26,18.13
2019-06-07,22.01,126.59,28.52,107.61,18.41
2019-06-10,21.63,125.33,28.43,107.75,18.14
2019-06-11,21.76,125.18,28.45,107.92,18.15
2019-06-12,21.56,125.83,28.37,107.66,17.4
2019-06-13,21.32,126.6,28.42,107.88,17.86
2019-06-14,20.95,126.56,28.34,107.79,18.07
2019-06-17,20.45,126.48,28.26,107.64,17.76
2019-06-18,20.14,127.12,28.42,108.31,18.16
2019-06-19,18.87,127.89,28.51,108.86,18.22
2019-06-20,18.98,131.11,28.74,109.46,18.87
2019-06-21,19.76,131.98,28.79,109.19,19.1
2019-06-24,19.42,133.94,28.94,109.08,18.97
2019-06-25,20.3,134.2,28.94,108.68,19.01
2019-06-26,19.95,132.97,28.85,108.6,19.34
2019-06-27,19.39,132.84,28.83,108.87,19.34
2019-06-28,18.86,133.2,28.92,108.94,18.97
2019-07-01,16.91,130.62,28.73,108.42,19.26
2019-07-02,15.65,133.41,28.77,108.63,18.5
2019-07-03,15.49,133.63,28.91,109.01,18.7
2019-07-05,15.58,132.14,28.68,108.61,19.0
2019-07-08,16.32,131.29,28.64,108.43,18.88
2019-07-09,16.34,131.75,28.57,108.29,19.0
2019-07-10,15.43,133.83,28.65,108.6,19.74
2019-07-11,15.0,132.7,28.52,108.39,19.74
2019-07-12,14.53,133.53,28.62,108.48,19.74
2019-07-15,14.39,133.53,28.65,108.63,19.55
2019-07-16,14.45,132.4,28.6,108.38,19.21
2019-07-17,15.03,134.58,28.6,108.34,18.8
2019-07-18,14.75,136.48,28.88,108.32,18.48
2019-07-19,15.0,134.47,28.74,108.11,18.7
2019-07-22,14.51,134.45,28.76,108.47,18.78
2019-07-23,13.43,133.69,28.66,108.67,19.0
2019-07-24,12.82,134.37,28.74,108.74,18.73
2019-07-25,13.53,133.42,28.67,108.66,18.73
2019-07-26,12.93,133.64,28.59,108.9,18.8
2019-07-29,13.15,134.53,28.55,108.76,18.95
2019-07-30,13.7,134.98,28.61,108.78,19.28
2019-07-31,15.13,133.21,28.52,108.59,19.14
2019-08-01,17.31,136.41,28.6,108.1,18.18
2019-08-02,17.65,135.89,28.77,107.89,18.25
2019-08-05,22.57,137.79,28.86,106.71,17.81
2019-08-06,19.65,138.91,28.95,107.37,17.57
2019-08-07,19.86,141.02,29.07,107.39,17.05
2019-08-08,17.62,141.73,29.03,107.71,17.14
2019-08-09,18.81,141.26,29.03,107.6,17.42
2019-08-12,21.44,142.63,29.18,107.32,17.41
2019-08-13,18.34,141.78,29.13,107.69,18.24
2019-08-14,23.19,142.75,29.17,106.76,17.64
2019-08-15,22.16,143.7,29.35,107.14,17.35
2019-08-16,19.79,142.78,29.21,107.48,17.46
2019-08-19,16.92,141.11,29.02,107.84,17.79
2019-08-20,17.71,142.21,29.2,107.89,17.83
2019-08-21,16.07,141.76,29.09,108.36,17.99
2019-08-22,16.55,141.4,29.04,108.57,17.85
2019-08-23,20.4,144.17,29.19,108.02,17.56
2019-08-26,19.49,144.19,29.14,108.57,17.48
2019-08-27,20.19,145.57,29.23,108.55,17.7
2019-08-28,19.4,145.16,29.26,108.82,17.96
2019-08-29,17.81,144.12,29.19,108.93,18.12
2019-08-30,17.92,143.75,29.02,108.81,17.62
2019-09-03,19.48,145.75,29.03,108.0,17.36
2019-09-04,17.21,146.66,29.17,108.25,18.24
2019-09-05,15.9,143.14,29.0,108.64,18.25
2019-09-06,15.03,141.92,29.0,108.83,18.46
2019-09-09,14.78,141.39,28.99,108.95,18.81
2019-09-10,14.73,140.18,28.85,108.9,18.74
2019-09-11,14.2,141.03,28.77,108.9,18.34
2019-09-12,13.5,141.32,28.79,108.94,17.84
2019-09-13,13.2,140.15,28.57,108.76,18.08
2019-09-16,13.52,141.32,28.67,109.11,20.42
2019-09-17,13.39,141.6,28.74,109.19,19.25
2019-09-18,12.57,140.71,28.74,109.15,19.06
2019-09-19,12.14,141.28,28.79,109.02,19.38
2019-09-20,13.1,142.95,28.84,109.15,19.41
2019-09-23,13.03,143.75,28.84,109.11,19.35
2019-09-24,14.14,144.51,28.99,108.99,18.8
2019-09-25,13.47,141.83,28.79,108.92,18.76
2019-09-26,13.66,141.79,28.79,108.83,18.83
2019-09-27,14.31,141.06,28.75,108.68,18.62
2019-09-30,13.6,138.87,28.7,108.74,18.15
2019-10-01,14.62,139.63,28.62,108.0,17.99
2019-10-02,16.51,141.26,28.73,107.4,17.58
2019-10-03,15.35,141.9,28.9,107.34,17.61
2019-10-04,13.77,141.9,28.94,107.69,17.84
2019-10-07,14.08,140.69,28.85,107.64,17.84
2019-10-08,16.08,141.92,28.8,107.21,17.68
2019-10-09,15.04,142.05,28.76,107.42,17.81
2019-10-10,14.12,140.81,28.74,107.69,18.11
2019-10-11,12.53,140.03,28.74,108.08,18.49
2019-10-14,11.89,140.59,28.73,108.2,18.1
2019-10-15,11.08,139.61,28.68,108.38,18.0
2019-10-16,10.91,140.41,28.76,108.35,18.15
2019-10-17,10.77,140.61,28.8,108.46,18.3
2019-10-18,10.69,140.46,28.88,108.47,18.12
